,model,plddt,percentile,plddt_norm,percentile_norm
0,Elo_0,0.90284175,0.7927272727272727,0.9028417468070984,0.7927272727272727
1,Elo_1,0.8943281,0.7127272727272728,0.8943281173706055,0.7127272727272728
2,Elo_2,0.9017167,0.7818181818181819,0.9017167091369629,0.7818181818181819
3,Elo_3,0.9000761,0.7672727272727272,0.9000760912895203,0.7672727272727272
4,Elo_4,0.8977011,0.7490909090909091,0.8977010846138,0.7490909090909091
5,lewis_0,0.9237521,0.9781818181818182,0.9237521290779114,0.9781818181818182
6,lewis_1,0.92023116,0.9709090909090909,0.9202311635017395,0.9709090909090909
7,lewis_2,0.91914064,0.9672727272727273,0.919140636920929,0.9672727272727273
8,lewis_3,0.9180021,0.9527272727272728,0.9180021286010742,0.9527272727272728
9,lewis_4,0.9181698,0.96,0.9181697964668274,0.96
10,default_af_0,0.8793188,0.5054545454545455,0.8793187737464905,0.5054545454545455
11,default_af_1,0.87775105,0.49454545454545457,0.8777510523796082,0.49454545454545457
12,default_af_2,0.8707385,0.43272727272727274,0.8707385063171387,0.43272727272727274
13,default_af_3,0.8700854,0.4290909090909091,0.8700854182243347,0.4290909090909091
14,default_af_4,0.8694875,0.4218181818181818,0.8694875240325928,0.4218181818181818
15,default_af_5,0.86688954,0.4072727272727273,0.8668895363807678,0.4072727272727273
16,default_af_6,0.850324,0.21818181818181817,0.8503239750862122,0.21818181818181817
17,default_af_7,0.8467417,0.16,0.8467416763305664,0.16
18,default_af_8,0.8366854,0.09454545454545454,0.8366854190826416,0.09454545454545454
19,default_af_9,0.83523434,0.09090909090909091,0.8352343440055847,0.09090909090909091
20,default_comp_0,0.89774686,0.7563636363636363,0.8977468609809875,0.7563636363636363
21,default_comp_1,0.8890469,0.6145454545454545,0.8890469074249268,0.6145454545454545
22,default_comp_2,0.88627917,0.5818181818181818,0.8862791657447815,0.5818181818181818
23,default_comp_3,0.8812542,0.5272727272727272,0.8812541961669922,0.5272727272727272
24,default_comp_4,0.8624365,0.37454545454545457,0.8624364733695984,0.37454545454545457
25,default_comp_5,0.86197084,0.3709090909090909,0.861970841884613,0.3709090909090909
26,default_comp_6,0.8498427,0.20727272727272728,0.8498427271842957,0.20727272727272728
27,default_comp_7,0.84853536,0.1890909090909091,0.8485353589057922,0.1890909090909091
