,model,plddt,percentile,plddt_norm,percentile_norm
0,default_af_0,0.9333172,0.968,0.9333171844482422,0.968
1,default_af_1,0.9331803,0.96,0.9331802725791931,0.96
2,default_af_2,0.9346546,0.984,0.9346545934677124,0.984
3,default_af_3,0.93460804,0.98,0.9346080422401428,0.98
4,default_af_4,0.9282896,0.928,0.9282895922660828,0.928
5,default_af_5,0.92637664,0.904,0.9263766407966614,0.904
6,default_af_6,0.92110956,0.808,0.9211095571517944,0.808
7,default_af_7,0.920795,0.796,0.9207950234413147,0.796
8,default_af_8,0.9251837,0.884,0.9251837134361267,0.884
9,default_af_9,0.9247352,0.872,0.9247351884841919,0.872
10,default_comp_0,0.92382956,0.86,0.9238295555114746,0.86
11,default_comp_1,0.9167271,0.74,0.9167271256446838,0.74
12,default_comp_2,0.9083233,0.656,0.9083232879638672,0.656
13,default_comp_3,0.9086855,0.664,0.9086855053901672,0.664
14,default_comp_4,0.8896118,0.252,0.8896117806434631,0.252
15,default_comp_5,0.8885884,0.244,0.8885884284973145,0.244
16,default_comp_6,0.9006226,0.588,0.9006226062774658,0.588
17,default_comp_7,0.8990362,0.548,0.8990362286567688,0.548
18,default_comp_8,0.8876192,0.232,0.8876191973686218,0.232
19,default_comp_9,0.88111067,0.124,0.881110668182373,0.124
20,default_img_0,0.9235904,0.852,0.9235904216766357,0.852
21,default_img_1,0.9228863,0.832,0.922886312007904,0.832
22,default_img_2,0.90765125,0.652,0.9076512455940247,0.652
23,default_img_3,0.89318794,0.34,0.893187940120697,0.34
24,default_img_4,0.8993833,0.56,0.8993833065032959,0.56
25,default_img_5,0.89542073,0.404,0.8954207301139832,0.404
26,default_img_6,0.89346874,0.348,0.8934687376022339,0.348
27,default_img_7,0.8686868,0.016,0.8686867952346802,0.016
28,default_img_8,0.8831542,0.168,0.8831542134284973,0.168
29,default_img_9,0.88115364,0.132,0.8811536431312561,0.132
30,default_multimer_0,0.92348886,0.848,0.9234888553619385,0.848
31,default_multimer_1,0.9132547,0.704,0.9132546782493591,0.704
32,default_multimer_2,0.8898069,0.26,0.8898069262504578,0.26
33,default_multimer_3,0.8912001,0.292,0.8912001252174377,0.292
34,default_multimer_4,0.89021295,0.264,0.8902129530906677,0.264
35,default_multimer_5,0.8971258,0.5,0.897125780582428,0.5
36,default_multimer_6,0.88700086,0.22,0.8870008587837219,0.22
37,default_multimer_7,0.8760171,0.032,0.8760170936584473,0.032
38,default_multimer_8,0.8804436,0.104,0.8804435729980469,0.104
39,default_multimer_9,0.8823002,0.148,0.8823001980781555,0.148
40,default_pdb_0,0.9254695,0.896,0.9254695177078247,0.896
41,default_pdb_1,0.9236366,0.856,0.9236366152763367,0.856
42,default_pdb_2,0.9041644,0.624,0.9041643738746643,0.624
43,default_pdb_3,0.9015528,0.596,0.9015527963638306,0.596
44,default_pdb_4,0.9004516,0.58,0.9004516005516052,0.58
45,default_pdb_5,0.9111685,0.696,0.9111685156822205,0.696
46,default_pdb_6,0.90911883,0.668,0.9091188311576843,0.668
47,default_pdb_7,0.8850683,0.196,0.8850682973861694,0.196
48,default_pdb_8,0.8814651,0.136,0.8814650774002075,0.136
49,default_pdb_9,0.8800618,0.096,0.8800618052482605,0.096
50,default_pdb70_0,0.922481,0.824,0.9224810004234314,0.824
51,default_pdb70_1,0.92197245,0.816,0.9219724535942078,0.816
52,default_pdb70_2,0.9044404,0.628,0.9044404029846191,0.628
53,default_pdb70_3,0.89708847,0.492,0.8970884680747986,0.492
54,default_pdb70_4,0.9021711,0.612,0.9021710753440857,0.612
55,default_pdb70_5,0.9099685,0.68,0.9099684953689575,0.68
56,default_pdb70_6,0.89722425,0.504,0.8972242474555969,0.504
57,default_pdb70_7,0.8843116,0.192,0.8843116164207458,0.192
58,default_pdb70_8,0.88425314,0.184,0.8842531442642212,0.184
59,default_pdb70_9,0.8811051,0.12,0.8811051249504089,0.12
60,default_struct_0,0.92115635,0.812,0.9211563467979431,0.812
61,default_struct_1,0.92110014,0.804,0.9211001396179199,0.804
62,default_struct_2,0.90593755,0.64,0.9059375524520874,0.64
63,default_struct_3,0.8972596,0.512,0.8972595930099487,0.512
64,default_struct_4,0.88749427,0.228,0.8874942660331726,0.228
65,default_struct_5,0.9020336,0.608,0.9020336270332336,0.608
66,default_struct_6,0.89822453,0.524,0.8982245326042175,0.524
67,default_struct_7,0.850159,0.004,0.8501589894294739,0.004
68,default_struct_8,0.8842785,0.188,0.8842784762382507,0.188
69,default_struct_9,0.8831046,0.164,0.8831046223640442,0.164
70,default_uniclust30_0,0.92527896,0.888,0.9252789616584778,0.888
71,default_uniclust30_1,0.9193443,0.772,0.9193443059921265,0.772
72,default_uniclust30_2,0.9012382,0.592,0.901238203048706,0.592
73,default_uniclust30_3,0.8935894,0.352,0.8935893774032593,0.352
74,default_uniclust30_4,0.8961114,0.444,0.8961114287376404,0.444
75,default_uniclust30_5,0.884112,0.18,0.8841120004653931,0.18
76,default_uniclust30_6,0.89189714,0.304,0.8918971419334412,0.304
77,default_uniclust30_7,0.8860174,0.212,0.886017382144928,0.212
78,default_uniclust30_8,0.88095886,0.116,0.8809588551521301,0.116
79,default_uniclust30_9,0.8787569,0.064,0.8787568807601929,0.064
80,default_uniref30_22_0,0.92705065,0.912,0.9270506501197815,0.912
81,default_uniref30_22_1,0.92091364,0.8,0.9209136366844177,0.8
82,default_uniref30_22_2,0.9188279,0.768,0.9188278913497925,0.768
83,default_uniref30_22_3,0.9147255,0.72,0.9147254824638367,0.72
84,default_uniref30_22_4,0.91060287,0.688,0.910602867603302,0.688
85,default_uniref30_22_5,0.89892143,0.544,0.8989214301109314,0.544
86,default_uniref30_22_6,0.8972522,0.508,0.8972522020339966,0.508
87,default_uniref30_22_7,0.8910492,0.284,0.8910492062568665,0.284
88,default_uniref30_22_8,0.89338094,0.344,0.8933809399604797,0.344
89,default_uniref30_22_9,0.8955562,0.42,0.8955562114715576,0.42
90,default_uniref30_22_10,0.8834376,0.172,0.8834375739097595,0.172
91,default_uniref30_22_11,0.89842373,0.528,0.8984237313270569,0.528
92,default_uniref30_22_12,0.89922374,0.556,0.8992237448692322,0.556
93,default_uniref30_22_13,0.87924796,0.072,0.8792479634284973,0.072
94,default_uniref30_22_14,0.8902475,0.268,0.8902475237846375,0.268
95,default_uniref30_22_15,0.89277947,0.328,0.8927794694900513,0.328
96,default_uniref30_22_16,0.8967329,0.484,0.8967329263687134,0.484
97,default_uniref30_22_17,0.88525385,0.2,0.8852538466453552,0.2
98,default_uniref30_22_18,0.8803855,0.1,0.8803855180740356,0.1
99,default_uniref30_22_19,0.87601215,0.028,0.8760121464729309,0.028
100,default_uniref30_22_20,0.87903583,0.068,0.8790358304977417,0.068
101,default_uniref30_22_21,0.882357,0.152,0.8823570013046265,0.152
102,default_uniref30_22_22,0.87769514,0.04,0.8776951432228088,0.04
103,default_uniref30_22_23,0.8817994,0.144,0.8817993998527527,0.144
104,default_uniref30_22_24,0.88591707,0.208,0.885917067527771,0.208
105,img_multimer_0,0.9224599,0.82,0.9224599003791809,0.82
106,img_multimer_1,0.91982794,0.784,0.919827938079834,0.784
107,img_multimer_2,0.8828966,0.16,0.8828966021537781,0.16
108,img_multimer_3,0.9022536,0.616,0.9022536277770996,0.616
109,img_multimer_4,0.90167516,0.6,0.9016751646995544,0.6
110,img_multimer_5,0.89306617,0.332,0.8930661678314209,0.332
111,img_multimer_6,0.8945234,0.384,0.8945233821868896,0.384
112,img_multimer_7,0.8452911,0.0,0.8452910780906677,0.0
113,iter_1_0,0.924887,0.876,0.9248870015144348,0.876
114,img_multimer_8,0.8624817,0.008,0.8624817132949829,0.008
115,img_multimer_9,0.8630938,0.012,0.8630937933921814,0.012
116,iter_1_1,0.92490596,0.88,0.9249059557914734,0.88
117,iter_1_2,0.8911657,0.288,0.8911656737327576,0.288
118,iter_1_3,0.8997512,0.576,0.8997511863708496,0.576
119,iter_1_4,0.89055467,0.276,0.890554666519165,0.276
120,iter_1_5,0.90276617,0.62,0.9027661681175232,0.62
121,iter_1_6,0.8897482,0.256,0.889748215675354,0.256
122,iter_1_7,0.8908412,0.28,0.8908411860466003,0.28
123,iter_1_8,0.87999713,0.088,0.8799971342086792,0.088
124,iter_1_9,0.8807748,0.112,0.8807747960090637,0.112
125,iter_1_old_0,0.9282392,0.924,0.9282392263412476,0.924
126,iter_1_old_1,0.926894,0.908,0.9268940091133118,0.908
127,iter_1_old_2,0.8826371,0.156,0.882637083530426,0.156
128,iter_1_old_3,0.8815979,0.14,0.8815978765487671,0.14
129,iter_1_old_4,0.89954484,0.568,0.8995448350906372,0.568
130,iter_1_old_5,0.8994764,0.564,0.8994764089584351,0.564
131,iter_1_old_6,0.9020311,0.604,0.9020311236381531,0.604
132,iter_1_old_7,0.8967742,0.488,0.896774172782898,0.488
133,iter_1_old_8,0.87809175,0.044,0.8780917525291443,0.044
134,iter_1_old_9,0.8766161,0.036,0.8766161203384399,0.036
135,iter_2_old_0,0.9332641,0.964,0.9332640767097473,0.964
136,iter_2_old_1,0.9202984,0.788,0.9202983975410461,0.788
137,iter_2_old_2,0.9045794,0.632,0.9045794010162354,0.632
138,iter_2_old_3,0.90509933,0.636,0.9050993323326111,0.636
139,iter_2_old_4,0.88641095,0.216,0.8864109516143799,0.216
140,iter_2_old_5,0.89968973,0.572,0.8996897339820862,0.572
141,iter_2_old_6,0.8960331,0.44,0.8960331082344055,0.44
142,iter_2_old_7,0.8912746,0.296,0.8912745714187622,0.296
143,iter_2_old_8,0.89196634,0.312,0.8919663429260254,0.312
144,iter_2_old_9,0.88570863,0.204,0.8857086300849915,0.204
145,spec_af_0,0.934719,0.988,0.9347190260887146,0.988
146,spec_af_1,0.9345639,0.976,0.9345638751983643,0.976
147,spec_af_2,0.9345239,0.972,0.93452388048172,0.972
148,spec_af_3,0.9331701,0.956,0.9331700801849365,0.956
149,spec_af_4,0.93308544,0.952,0.9330854415893555,0.952
