,model,plddt,percentile,plddt_norm,percentile_norm
0,default_af_0,0.8765312,0.5461538461538461,0.876531183719635,0.5461538461538461
1,default_af_1,0.872578,0.41923076923076924,0.8725780248641968,0.41923076923076924
2,default_af_2,0.88286823,0.676923076923077,0.882868230342865,0.676923076923077
3,default_af_3,0.87310576,0.43846153846153846,0.8731057643890381,0.43846153846153846
4,default_af_4,0.87449944,0.48846153846153845,0.8744994401931763,0.48846153846153845
5,default_af_5,0.87620723,0.5384615384615384,0.8762072324752808,0.5384615384615384
6,default_af_6,0.871639,0.38846153846153847,0.8716390132904053,0.38846153846153847
7,default_af_7,0.8757234,0.5192307692307693,0.8757234215736389,0.5192307692307693
8,default_af_8,0.8710702,0.3769230769230769,0.8710702061653137,0.3769230769230769
9,default_af_9,0.87004644,0.35384615384615387,0.8700464367866516,0.35384615384615387
10,default_comp_0,0.89157915,0.7576923076923077,0.8915791511535645,0.7576923076923077
11,default_comp_1,0.88873583,0.7269230769230769,0.888735830783844,0.7269230769230769
12,default_comp_2,0.8826206,0.6692307692307692,0.8826205730438232,0.6692307692307692
13,default_comp_3,0.88285923,0.6730769230769231,0.8828592300415039,0.6730769230769231
14,default_comp_4,0.87865055,0.5884615384615385,0.8786505460739136,0.5884615384615385
15,default_comp_5,0.8731939,0.4461538461538462,0.8731939196586609,0.4461538461538462
16,default_comp_6,0.8665001,0.2846153846153846,0.8665000796318054,0.2846153846153846
17,default_comp_7,0.8598405,0.20384615384615384,0.8598405122756958,0.20384615384615384
18,default_comp_8,0.83574337,0.007692307692307693,0.8357433676719666,0.007692307692307693
19,default_comp_9,0.83891094,0.011538461538461539,0.8389109373092651,0.011538461538461539
20,default_multimer_0,0.91331357,0.9230769230769231,0.9133135676383972,0.9230769230769231
21,default_multimer_1,0.91292024,0.9192307692307692,0.9129202365875244,0.9192307692307692
22,default_multimer_2,0.89653957,0.8076923076923077,0.896539568901062,0.8076923076923077
23,default_multimer_3,0.8930119,0.7692307692307693,0.8930119276046753,0.7692307692307693
24,default_multimer_4,0.89423585,0.7846153846153846,0.8942358493804932,0.7846153846153846
25,default_multimer_5,0.8766891,0.55,0.876689076423645,0.55
26,default_multimer_6,0.87723094,0.5615384615384615,0.8772309422492981,0.5615384615384615
27,default_multimer_7,0.8773269,0.5653846153846154,0.8773269057273865,0.5653846153846154
28,default_multimer_8,0.8722089,0.40384615384615385,0.8722088932991028,0.40384615384615385
29,default_multimer_9,0.87160146,0.38076923076923075,0.8716014623641968,0.38076923076923075
30,default_pdb_0,0.8674475,0.3038461538461538,0.8674474954605103,0.3038461538461538
31,default_pdb_1,0.85838115,0.16923076923076924,0.8583811521530151,0.16923076923076924
32,default_pdb_2,0.858324,0.16538461538461538,0.8583239912986755,0.16538461538461538
33,default_pdb_3,0.858859,0.18846153846153846,0.8588590025901794,0.18846153846153846
34,default_pdb_4,0.8390729,0.015384615384615385,0.8390728831291199,0.015384615384615385
35,default_pdb_5,0.85797435,0.15384615384615385,0.8579743504524231,0.15384615384615385
36,default_pdb_6,0.8495108,0.057692307692307696,0.8495107889175415,0.057692307692307696
37,default_pdb_7,0.8535255,0.08076923076923077,0.8535255193710327,0.08076923076923077
38,default_pdb_8,0.84085065,0.026923076923076925,0.8408506512641907,0.026923076923076925
39,default_pdb_9,0.85279804,0.06923076923076923,0.8527980446815491,0.06923076923076923
40,default_pdb70_0,0.91410553,0.9307692307692308,0.9141055345535278,0.9307692307692308
41,default_pdb70_1,0.91129684,0.9038461538461539,0.9112968444824219,0.9038461538461539
42,default_pdb70_2,0.8958899,0.8038461538461539,0.8958898782730103,0.8038461538461539
43,default_pdb70_3,0.89022774,0.7384615384615385,0.890227735042572,0.7384615384615385
44,default_pdb70_4,0.8836564,0.6884615384615385,0.88365638256073,0.6884615384615385
45,default_pdb70_5,0.8794316,0.6038461538461538,0.8794316053390503,0.6038461538461538
46,default_pdb70_6,0.86255175,0.23461538461538461,0.862551748752594,0.23461538461538461
47,default_pdb70_7,0.85288197,0.07307692307692308,0.8528819680213928,0.07307692307692308
48,default_pdb70_8,0.84778214,0.05,0.8477821350097656,0.05
49,default_pdb70_9,0.8584826,0.17692307692307693,0.8584825992584229,0.17692307692307693
50,default_struct_0,0.9226344,0.9615384615384616,0.9226344227790833,0.9615384615384616
51,default_struct_1,0.9218928,0.9538461538461539,0.9218928217887878,0.9538461538461539
52,default_struct_2,0.9183544,0.9384615384615385,0.9183543920516968,0.9384615384615385
53,default_struct_3,0.9113295,0.9076923076923077,0.9113295078277588,0.9076923076923077
54,default_struct_4,0.9048327,0.8615384615384616,0.9048327207565308,0.8615384615384616
55,default_struct_5,0.9045818,0.8538461538461538,0.9045817852020264,0.8538461538461538
56,default_struct_6,0.8794429,0.6076923076923076,0.8794428706169128,0.6076923076923076
57,default_struct_7,0.87236536,0.4115384615384615,0.8723653554916382,0.4115384615384615
58,default_struct_8,0.86852515,0.3269230769230769,0.8685251474380493,0.3269230769230769
59,default_struct_9,0.87279606,0.4307692307692308,0.8727960586547852,0.4307692307692308
60,default_uniclust30_0,0.9098184,0.8884615384615384,0.9098184108734131,0.8884615384615384
61,default_uniclust30_1,0.91081995,0.8961538461538462,0.910819947719574,0.8961538461538462
62,default_uniclust30_2,0.89661735,0.8115384615384615,0.8966173529624939,0.8115384615384615
63,default_uniclust30_3,0.8972043,0.8192307692307692,0.8972042798995972,0.8192307692307692
64,default_uniclust30_4,0.88302666,0.6807692307692308,0.883026659488678,0.6807692307692308
65,default_uniclust30_5,0.8795787,0.6115384615384616,0.879578709602356,0.6115384615384616
66,default_uniclust30_6,0.87686616,0.5538461538461539,0.8768661618232727,0.5538461538461539
67,default_uniclust30_7,0.8736454,0.46923076923076923,0.8736454248428345,0.46923076923076923
68,default_uniclust30_8,0.87166363,0.3923076923076923,0.8716636300086975,0.3923076923076923
69,default_uniclust30_9,0.86982983,0.3423076923076923,0.8698298335075378,0.3423076923076923
70,default_uniref30_22_0,0.9126581,0.9153846153846154,0.9126580953598022,0.9153846153846154
71,default_uniref30_22_1,0.9139781,0.926923076923077,0.913978099822998,0.926923076923077
72,default_uniref30_22_2,0.9074894,0.8846153846153846,0.9074894189834595,0.8846153846153846
73,default_uniref30_22_3,0.911022,0.9,0.9110220074653625,0.9
74,default_uniref30_22_4,0.9046347,0.8576923076923076,0.9046347141265869,0.8576923076923076
75,default_uniref30_22_5,0.8996246,0.8307692307692308,0.8996245861053467,0.8307692307692308
76,default_uniref30_22_6,0.8992526,0.8269230769230769,0.8992525935173035,0.8269230769230769
77,default_uniref30_22_7,0.8957815,0.8,0.8957815170288086,0.8
78,default_uniref30_22_8,0.8911307,0.75,0.8911306858062744,0.75
79,default_uniref30_22_9,0.88781935,0.7115384615384616,0.8878193497657776,0.7115384615384616
80,default_uniref30_22_10,0.89719677,0.8153846153846154,0.8971967697143555,0.8153846153846154
81,default_uniref30_22_11,0.8877124,0.7076923076923077,0.8877124190330505,0.7076923076923077
82,default_uniref30_22_12,0.881567,0.6461538461538462,0.8815670013427734,0.6461538461538462
83,default_uniref30_22_13,0.88145924,0.6423076923076924,0.8814592361450195,0.6423076923076924
84,default_uniref30_22_14,0.87162393,0.38461538461538464,0.8716239333152771,0.38461538461538464
85,default_uniref30_22_15,0.8809026,0.6269230769230769,0.8809025883674622,0.6269230769230769
86,default_uniref30_22_16,0.87922746,0.6,0.8792274594306946,0.6
87,default_uniref30_22_17,0.8745391,0.49230769230769234,0.8745390772819519,0.49230769230769234
88,default_uniref30_22_18,0.8668436,0.2923076923076923,0.866843581199646,0.2923076923076923
89,default_uniref30_22_19,0.86204994,0.22692307692307692,0.86204993724823,0.22692307692307692
90,default_uniref30_22_20,0.878959,0.5961538461538461,0.8789590001106262,0.5961538461538461
91,default_uniref30_22_21,0.8734274,0.46153846153846156,0.8734273910522461,0.46153846153846156
92,default_uniref30_22_22,0.85571706,0.11153846153846154,0.8557170629501343,0.11153846153846154
93,default_uniref30_22_23,0.8637173,0.25,0.8637173175811768,0.25
94,default_uniref30_22_24,0.872663,0.4230769230769231,0.8726630210876465,0.4230769230769231
95,iter_1_0,0.90533006,0.8653846153846154,0.9053300619125366,0.8653846153846154
96,iter_1_1,0.8911179,0.7461538461538462,0.8911178708076477,0.7461538461538462
97,iter_1_2,0.88523644,0.6961538461538461,0.8852364420890808,0.6961538461538461
98,iter_1_3,0.8851482,0.6923076923076923,0.8851482272148132,0.6923076923076923
99,iter_1_4,0.8682049,0.3230769230769231,0.8682048916816711,0.3230769230769231
100,iter_1_5,0.8628168,0.2423076923076923,0.8628168106079102,0.2423076923076923
101,iter_1_6,0.87304544,0.4346153846153846,0.8730454444885254,0.4346153846153846
