jobs,iptm_ptm,num_inter_pae,iptm,mpDockQ/pDockQ
iter_2_ori_0,0.7730972010570816,13525,0.7503727674484253,0.13582165910643798
iter_2_ori_1,0.7636075671303378,11560,0.7394946217536926,0.14314076684715502
default_pdb70_0,0.7616984231229811,11131,0.7390471696853638,0.14026813182587886
default_pdb70_1,0.7570696225007091,9317,0.7345037460327148,0.136283718661392
spec_pdb70_0,0.7456515266667219,8534,0.720495879650116,0.13270534238474854
lewis_0,0.739692516921494,7807,0.7125986814498901,0.13766699736918808
lewis_1,0.7374410641971384,7280,0.7103472948074341,0.14599419215028883
avg_refine_0,0.7313112163598187,5899,0.7027532458305359,0.15554778534581157
lewis_2,0.7289093912632696,5597,0.7004754543304443,0.13517633920506153
avg_refine_1,0.7277308022307215,4633,0.6997168064117432,0.140143079679366
lewis_3,0.7275720859317717,5771,0.6991466879844666,0.13436382351943332
lewis_4,0.7252031404627184,5460,0.6963440775871277,0.14166526144236563
spec_iter_uniprot_sto_0,0.7181621840875154,5017,0.6885688304901123,0.13483613010986842
default_struct_0,0.7180554049331704,4684,0.6875948905944824,0.16270496564709577
avg_refine_2,0.716422282610996,4603,0.6861111521720886,0.13789432559665513
avg_refine_3,0.7145226558977564,3955,0.68494713306427,0.14875465105766147
spec_pdb70_1,0.7036407722855389,3239,0.6730943918228149,0.13432594978315823
default_struct_1,0.6955142895735007,1654,0.663491427898407,0.136742988183737
Elo_0,0.6908984693268749,2693,0.6576813459396362,0.14365702755364274
unidist_uniref_sto_0,0.6709320507594914,1847,0.63431715965271,0.13627571492583584
default_struct_2,0.6641751270199279,528,0.6283442974090576,0.12997644484399792
spec_colab_iter_0,0.6542641188838196,81,0.616499662399292,0.19053118919966863
iter_2_ori_2,0.6498069391727591,910,0.6102229952812195,0.11792378330203858
default_uniref30_22_0,0.6431212266354994,611,0.6046684980392456,0.14181785107792091
default_multimer_0,0.6425818251690465,733,0.603732705116272,0.1315768849884337
default_uniref30_22_1,0.6411372904441967,546,0.6018192768096924,0.13281190568551338
spec_iter_uniref_sto_0,0.602538640956326,18,0.5599963068962097,0.1077108606160619
default_uniref30_22_2,0.5831033565188691,33,0.5363402366638184,0.12110004741880959
default_uniclust30_0,0.5786789756073396,26,0.5324712991714478,0.11525906203387037
unidist_uniprot_sto_0,0.5764961062956795,8,0.5315591096878052,0.10663635728789536
default_pdb70_2,0.574559105695744,22,0.5275896787643433,0.11460727490425215
default_struct_3,0.5723266512111056,5,0.5230440497398376,0.12717189744162072
Elo_1,0.5610438075841927,6,0.512383759021759,0.10958087351263471
default_multimer_1,0.5594251309644386,0,0.5090007781982422,0.19955254729349575
iter_2_ori_3,0.5567310467576685,18,0.5050881505012512,0.1107352641911929
iter_2_0,0.551599796551241,5,0.4994645118713379,0.0982701181358772
