jobs,iptm_ptm,num_inter_pae,iptm,mpDockQ/pDockQ
str_iter_uniref_sto_0,0.8481905441808225,138550,0.850904643535614,0.6725942401988229
default_mul_newest_0,0.8477575302758322,137774,0.8496320247650146,0.6678835912293366
str_pdb70_0,0.8475968169580064,136200,0.8494657278060913,0.678274233177039
default_pdb70_0,0.8472159131294406,134134,0.8490910530090332,0.6705817547282099
default_mul_newest_1,0.8470683115252142,136494,0.8490350246429443,0.6657350075533024
str_comp_0,0.8469686186306544,137428,0.8492274880409241,0.67081774603491
str_iter_uniprot_sto_0,0.8468579854071848,137182,0.848514974117279,0.6703270628496756
str_pdb_0,0.846827428550225,134664,0.848548173904419,0.6715691916222852
str_iter_uniprot_sto_1,0.8467858574725916,136998,0.8486112356185913,0.6686149653475829
default_mul_newest_2,0.8463850380074235,133603,0.8477191925048828,0.6682650544638704
default_uniclust30_0,0.8462988259372205,135367,0.8478216528892517,0.667874718060018
default_comp_0,0.8459581398127671,132703,0.8474647998809814,0.6717799587678763
default_uniref30_22_0,0.8458664578665527,133931,0.8475850224494934,0.666734423121585
str_pdb70_1,0.8456829418708115,132925,0.8473038673400879,0.6685268230937783
str_pdb_1,0.8453090942524644,132976,0.8468068242073059,0.6683733949602466
str_comp_1,0.8452221732800508,133566,0.8469377160072327,0.675308279132791
default_struct_v2_0,0.8450899425208371,130964,0.8469581604003906,0.6681328461901169
default_multimer_0,0.8449142024340226,133706,0.8465144038200378,0.6661594659040267
default_uniref30_22_1,0.8446783395741978,133054,0.8463166356086731,0.6654077202624694
default_struct_v2_1,0.8445634368981864,129724,0.8463537693023682,0.6745461817145243
default_uniref30_22_2,0.8445391759793401,132340,0.8464534878730774,0.6732179511996084
default_pdb_0,0.8444078890365967,130080,0.8455864787101746,0.6708540097704755
default_multimer_1,0.8443685293323523,132941,0.8459671139717102,0.6607477344149313
str_iter_uniref_sto_1,0.8441665526771626,130477,0.8463269472122192,0.6702631805728614
str_struct_v2_0,0.8436127113006069,129820,0.8454791307449341,0.671324892732779
default_mul_newest_3,0.8428607652006604,130705,0.8439682722091675,0.6636026360341771
default_comp_1,0.8428530781179078,129017,0.8441613912582397,0.6714539297245842
default_mul_newest_4,0.8427596683957409,131035,0.8441210985183716,0.6631079670179728
str_struct_v2_1,0.8421797625826879,127653,0.8440542221069336,0.6684901986812121
