jobs,iptm_ptm,num_inter_pae,iptm,mpDockQ/pDockQ
spec_af_0,0.8312217780571028,24755,0.81700599193573,0.4865485368310762
lewis_0,0.8293024031459673,21223,0.8165287375450134,0.5711992715371605
spec_af_1,0.8071305320871053,11442,0.7908945083618164,0.48610869959450187
spec_af_2,0.7799382931086104,3920,0.760964572429657,0.467507719579981
iter_1_old_0,0.6502489842517716,1686,0.6197919845581055,0.10452285029796138
iter_1_old_1,0.6292691399488242,941,0.5964199304580688,0.11080062555758788
iter_2_old_0,0.6139419180396941,637,0.580218493938446,0.09992907365021737
spec_af_3,0.6054356362221037,0,0.5672404170036316,0.3510283832850807
iter_2_old_1,0.6043016773345509,507,0.5687334537506104,0.12732819234204826
avg_refine_0,0.5997746621763733,355,0.5644557476043701,0.10554601802173308
img_multimer_0,0.5838670023011275,23,0.548536479473114,0.14247328826644876
avg_refine_1,0.5705386014005652,75,0.5319848656654358,0.09114324314766199
iter_2_old_2,0.5476305536793453,8,0.5078591108322144,0.06489008483783223
iter_1_old_2,0.49043725908115365,0,0.4448256492614746,0.06188992993765578
iter_1_old_3,0.48780155113257384,0,0.4415917992591858,0.053206835978926545
img_multimer_1,0.4583112777855949,0,0.40983685851097107,0.08462782324147076
iter_1_old_4,0.44341992046964585,0,0.39130836725234985,0.06053078369573106
iter_2_old_3,0.4305898179093294,0,0.37836089730262756,0.053169449605740216
iter_1_old_5,0.41321823741095837,0,0.3580668866634369,0.07481568184139634
spec_iter_uniref_sto_0,0.40744231394061625,0,0.3539425730705261,0.13311046476554517
spec_iter_uniprot_sto_0,0.4062223478037034,0,0.3521560728549957,0.07045970717301944
spec_iter_uniref_sto_1,0.40064576902465476,0,0.34457242488861084,0.07378121866663878
iter_1_old_6,0.3934927453979259,0,0.3381667137145996,0.05610389858828087
iter_2_old_4,0.3928435910590435,0,0.3360520005226135,0.09281868976017557
spec_iter_uniprot_sto_1,0.39216585829484457,0,0.33684349060058594,0.07230423259188562
iter_1_old_7,0.38106517091208886,0,0.3252216577529907,0.02977491944510236
iter_2_old_5,0.3773867114803605,0,0.3215923607349396,0.05125100030419544
iter_1_old_8,0.37400026101123124,0,0.31758788228034973,0.05035953548662972
iter_2_old_6,0.3642378724805809,0,0.3043327331542969,0.08087482213014702
iter_2_old_7,0.36396600051638583,0,0.3065398037433624,0.04770610652025328
iter_2_old_8,0.3575990130168993,0,0.29859691858291626,0.07870369063435734
spec_iter_uniprot_sto_2,0.35694080844879117,0,0.2965549826622009,0.12437790618838523
spec_iter_uniref_sto_2,0.3564480409798241,0,0.2969929575920105,0.1239594403200398
iter_1_old_9,0.35534007400814677,0,0.29591211676597595,0.07807772474840917
spec_iter_uniref_sto_3,0.34821791041687833,0,0.2864774167537689,0.06769718500450707
spec_iter_uniprot_sto_3,0.34587813625316965,0,0.28450441360473633,0.15415579507142946
iter_2_old_9,0.3390751241704817,0,0.27794259786605835,0.0779908552373521
iter_1_0,0.32435978090112727,0,0.26220718026161194,0.06615041843757827
spec_iter_uniprot_sto_4,0.32345531614796785,0,0.2585213780403137,0.08799573566961841
spec_iter_uniref_sto_4,0.3227410038516312,0,0.2567633390426636,0.1123824077245973
spec_iter_uniref_sto_5,0.3183602399281169,0,0.2526589035987854,0.1251382739870733
spec_iter_uniprot_sto_5,0.3163366832971193,0,0.2507924437522888,0.0903445195554326
spec_iter_uniprot_sto_6,0.31403194160177944,0,0.2480728030204773,0.12413985034021396
img_multimer_2,0.31206861190968316,0,0.25004255771636963,0.07365755082629186
spec_iter_uniref_sto_6,0.30630113067411946,0,0.2400040328502655,0.13572802087982175
spec_iter_uniprot_sto_7,0.30207995511696284,0,0.2348472774028778,0.1412915606556142
default_mul_newest_0,0.3005103520610647,0,0.23275811970233917,0.052302856879788764
default_struct_0,0.29995380180980247,0,0.2316679209470749,0.07559391118097736
Elo_0,0.2978526397652378,0,0.2296048253774643,0.05892543020723326
default_struct_1,0.29781984772232656,0,0.2289315164089203,0.11956842784665356
iter_1_1,0.29645631835427233,0,0.2315252721309662,0.05392171818050347
default_pdb70_0,0.2944562971288355,0,0.22573938965797424,0.11811734871727411
default_pdb_0,0.2912194730792121,0,0.22271615266799927,0.06295264592971858
lewis_1,0.2901726669093644,0,0.22443467378616333,0.19599682933024326
lewis_2,0.28951752907648587,0,0.22052153944969177,0.06604585217929147
lewis_3,0.28935932584934226,0,0.2207423895597458,0.3253210395744259
default_uniref30_22_0,0.28693104955106685,0,0.2177276313304901,0.04263958254900773
default_mul_newest_1,0.2850267172454195,0,0.21556396782398224,0.04107437705126076
default_pdb_1,0.28399608691883166,0,0.2145387828350067,0.11290203714466276
default_multimer_0,0.2830328503926361,0,0.21324634552001953,0.05071448231051971
lewis_4,0.2822322684743951,0,0.2123657763004303,0.07586378640231872
default_uniref30_22_1,0.28096653962372786,0,0.21133965253829956,0.043608985942111614
default_uniclust30_0,0.28047689839590595,0,0.21046283841133118,0.04705116311568794
spec_iter_uniref_sto_7,0.2804314979284805,0,0.21114088594913483,0.11844405071162686
Elo_1,0.28036242344313755,0,0.20995023846626282,0.14667740880597405
default_pdb70_1,0.27950833102419886,0,0.21009835600852966,0.0865943460179102
default_pdb70_2,0.2793864514420699,0,0.20978300273418427,0.07790444122982634
Elo_2,0.2784131707118771,0,0.2087501883506775,0.03469182948443633
Elo_3,0.27770922686792954,0,0.20764213800430298,0.035675404750494286
default_uniref30_22_2,0.27298544486537357,0,0.20218849182128906,0.04324938946399172
default_mul_newest_2,0.2727614216383297,0,0.20226804912090302,0.04630393742011521
default_multimer_1,0.27109320249566243,0,0.19944632053375244,0.1063679797144052
default_mul_newest_3,0.2702057554162387,0,0.19907903671264648,0.0853694593313151
default_uniclust30_1,0.269326915651452,0,0.1980726271867752,0.04265966541457644
default_multimer_2,0.2680464035338152,0,0.19732393324375153,0.04584628448844044
Elo_4,0.26734879578925974,0,0.19539514183998108,0.1180944513013003
default_uniref30_22_3,0.2664068691309195,0,0.19392259418964386,0.12493562963393587
iter_1_2,0.26598062268080935,0,0.19914989173412323,0.09089979211526526
default_af_0,0.2658290046446731,0,0.1925331950187683,0.1017174415177412
default_img_0,0.2640569731470408,0,0.19329553842544556,0.058847851735429946
default_uniref30_22_4,0.2630998871289449,0,0.1902349442243576,0.12534669340524562
spec_iter_uniref_sto_8,0.263078647516525,0,0.19253325462341309,0.08964365106207826
default_uniref30_22_5,0.26184445954526026,0,0.1890147477388382,0.11476966064328668
default_pdb_2,0.2614593894019607,0,0.18999652564525604,0.08490729609801843
default_mul_newest_4,0.26109181368861445,0,0.1880294680595398,0.11940761498204228
spec_comp_0,0.259882793428575,0,0.18688182532787323,0.060660947389005626
default_uniclust30_2,0.25936366237637376,0,0.18646177649497986,0.12312478531552826
default_comp_0,0.2587612070963043,0,0.1866798847913742,0.09517306965278095
default_comp_1,0.2580891921275579,0,0.18646582961082458,0.07097516378584226
default_uniref30_22_6,0.25776251761068464,0,0.18468309938907623,0.12177244448713179
default_multimer_3,0.25772051618338043,0,0.1843363344669342,0.12244617499647015
default_uniref30_22_7,0.2571589834641075,0,0.1850738674402237,0.040556161671418955
