,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,avg_refine_0,avg_refine_1,avg_refine_2,avg_refine_3,avg_refine_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_img_0,default_img_1,default_img_2,default_img_3,default_img_4,default_img_5,default_img_6,default_img_7,default_img_8,default_img_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_10,default_uniref30_22_11,default_uniref30_22_12,default_uniref30_22_13,default_uniref30_22_14,default_uniref30_22_15,default_uniref30_22_16,default_uniref30_22_17,default_uniref30_22_18,default_uniref30_22_19,default_uniref30_22_2,default_uniref30_22_20,default_uniref30_22_21,default_uniref30_22_22,default_uniref30_22_23,default_uniref30_22_24,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,img_multimer_0,img_multimer_1,img_multimer_2,img_multimer_3,img_multimer_4,img_multimer_5,img_multimer_6,img_multimer_7,img_multimer_8,img_multimer_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,iter_2_old_0,iter_2_old_1,iter_2_old_2,iter_2_old_3,iter_2_old_4,iter_2_old_5,iter_2_old_6,iter_2_old_7,iter_2_old_8,iter_2_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
0,1.0,0.98294,0.95111,0.99484,0.98126,0.77555,0.74066,0.96923,0.93353,0.95658,0.7589,0.75967,0.79199,0.79268,0.77129,0.77097,0.75238,0.75214,0.7445,0.76619,0.99245,0.86707,0.63554,0.65185,0.81644,0.80388,0.61451,0.6168,0.90499,0.62476,0.96971,0.95845,0.66407,0.88245,0.74181,0.93867,0.94138,0.59128,0.62116,0.61565,0.92569,0.82985,0.84256,0.83732,0.94885,0.83822,0.90375,0.61342,0.61993,0.61998,0.98823,0.9894,0.65193,0.96301,0.60071,0.61608,0.77846,0.81611,0.91048,0.62216,0.98068,0.9487,0.60306,0.60187,0.68669,0.61426,0.61422,0.91591,0.76288,0.63723,0.97246,0.98932,0.76844,0.94086,0.78862,0.70362,0.87798,0.69424,0.92734,0.61764,0.96416,0.99895,0.84858,0.93466,0.88396,0.78019,0.60225,0.90504,0.89181,0.62792,0.97389,0.97721,0.9033,0.79091,0.75242,0.92685,0.91304,0.69256,0.77637,0.60858,0.59622,0.6094,0.98957,0.6194,0.61392,0.62199,0.61989,0.62006,0.9769,0.96662,0.94269,0.87832,0.8396,0.83451,0.9544,0.76141,0.79976,0.84587,0.84793,0.8226,0.60712,0.70094,0.54939,0.63383,0.64619,0.99066,0.99505,0.78857,0.60217,0.84444,0.60935,0.77503,0.89587,0.61866,0.6227,0.94276,0.85163,0.55008,0.55209,0.76133,0.76206,0.6074,0.60975,0.85537,0.63027,0.7485,0.79053,0.78655,0.65232,0.80691,0.61014,0.71771,0.6427,0.59532,0.61091,0.95631,0.95677,0.96254,0.95622,0.97186,0.79034,0.79656,0.82347,0.83241,0.78595,0.79738,0.75178,0.74781,0.78586,0.78574,0.81653,0.83627,0.78063,0.84738,0.7508,0.87292,0.74877,0.75005,0.92581,0.89124,0.95238,0.959,0.7032,0.73007,0.84485,0.90915,0.84731,0.87666,0.85646,0.61286,0.78746,0.8077,0.7442,0.87592,0.88942,0.74483,0.77498,0.74856,0.91056,0.91654,0.98798,0.98149,0.91685,0.8392,0.60256,0.82132,0.81401,0.60575,0.62154,0.63226,0.81356,0.83618,0.85815,0.87296,0.78266,0.74402,0.83726,0.76765,0.88472,0.88112,0.91109,0.85542,0.7478,0.92829,0.71608,0.85226,0.73055,0.75106,0.87553,0.89254,0.78575,0.80511,0.85705,0.76474,0.74985,0.78831,0.87722,0.74319,0.88852,0.85261,0.71265,0.75329,0.61656,0.60434,0.60153,0.59678,0.56395,0.57869,0.60915,0.61135
1,0.98294,1.0,0.97091,0.99057,0.98088,0.79297,0.76242,0.96922,0.95395,0.96815,0.77445,0.77493,0.81206,0.81274,0.78683,0.78496,0.76829,0.76622,0.75778,0.79588,0.98663,0.89819,0.64317,0.66108,0.78037,0.76881,0.61703,0.619,0.88541,0.62038,0.97883,0.97369,0.67256,0.83645,0.75141,0.89164,0.89444,0.58676,0.61634,0.61097,0.9447,0.86952,0.80324,0.79921,0.90317,0.85639,0.86341,0.61108,0.61651,0.61672,0.97815,0.9821,0.66099,0.91546,0.5992,0.61708,0.7919,0.78472,0.89077,0.61727,0.97958,0.96348,0.60162,0.60035,0.69201,0.61591,0.61526,0.86748,0.74489,0.63508,0.97179,0.98567,0.78827,0.89025,0.76077,0.70957,0.89748,0.68391,0.89102,0.61337,0.9769,0.98134,0.86676,0.89348,0.91057,0.75613,0.60077,0.86264,0.83901,0.62346,0.9878,0.99044,0.8886,0.80594,0.76162,0.87991,0.87175,0.70597,0.78575,0.60679,0.59356,0.59955,0.99144,0.60913,0.61032,0.61946,0.61625,0.61628,0.98403,0.98194,0.90539,0.83489,0.80249,0.79904,0.90502,0.78056,0.8226,0.80552,0.87394,0.84578,0.60547,0.70533,0.55364,0.64057,0.65356,0.97966,0.97921,0.75865,0.60061,0.81654,0.6106,0.7832,0.91601,0.61437,0.61765,0.95989,0.88524,0.54736,0.54944,0.77383,0.7678,0.60937,0.61208,0.807,0.61924,0.76217,0.82561,0.80017,0.66245,0.774,0.6136,0.7233,0.64444,0.59382,0.60999,0.96731,0.98665,0.98989,0.98674,0.99571,0.81507,0.82305,0.85063,0.86069,0.81267,0.82418,0.77067,0.76647,0.80966,0.80584,0.8453,0.85593,0.79228,0.80844,0.76155,0.83016,0.76059,0.75961,0.93884,0.88481,0.98174,0.98518,0.712,0.74048,0.81291,0.88243,0.86758,0.84569,0.8815,0.61191,0.80404,0.83116,0.75381,0.83028,0.84286,0.75486,0.78697,0.76377,0.88803,0.90745,0.99742,0.99703,0.87978,0.80842,0.60067,0.83468,0.8273,0.60379,0.61939,0.62847,0.84497,0.85877,0.8172,0.82855,0.79172,0.75555,0.8601,0.78367,0.86403,0.88603,0.93513,0.81356,0.76435,0.95319,0.72339,0.81171,0.74013,0.76725,0.87667,0.88832,0.80488,0.83024,0.81504,0.77385,0.76583,0.80359,0.83211,0.75586,0.88405,0.85086,0.72645,0.76808,0.61905,0.60431,0.60133,0.59338,0.57019,0.58565,0.61443,0.61426
2,0.95111,0.97091,1.0,0.94805,0.98402,0.83597,0.78525,0.98678,0.9939,0.99767,0.80802,0.80889,0.86157,0.85914,0.83107,0.82995,0.80266,0.7994,0.78151,0.82195,0.97589,0.92501,0.6659,0.68822,0.76829,0.7583,0.61323,0.61455,0.92994,0.61485,0.99387,0.99847,0.70516,0.8201,0.79452,0.86174,0.86491,0.58055,0.61226,0.60656,0.99149,0.84886,0.78954,0.78351,0.86724,0.92206,0.82819,0.60386,0.61155,0.61272,0.97568,0.97851,0.68874,0.89945,0.59334,0.61173,0.84159,0.77137,0.92023,0.61293,0.9848,0.99815,0.59562,0.5946,0.72875,0.61145,0.61041,0.87247,0.73621,0.62862,0.98911,0.98027,0.82901,0.868,0.7514,0.74783,0.96271,0.68904,0.90278,0.60926,0.9959,0.95152,0.9302,0.85297,0.96729,0.74006,0.59534,0.8308,0.84363,0.61852,0.99281,0.99049,0.83327,0.85811,0.80491,0.85102,0.83533,0.73526,0.83961,0.60291,0.59506,0.59844,0.982,0.60883,0.60559,0.61354,0.61234,0.61251,0.99211,0.96077,0.86553,0.81295,0.78398,0.78282,0.88312,0.8095,0.8634,0.81678,0.93117,0.89952,0.59896,0.74373,0.56609,0.66387,0.68016,0.97023,0.95911,0.75275,0.59476,0.78531,0.60636,0.83709,0.96834,0.60952,0.61321,0.99338,0.93517,0.54694,0.54875,0.81925,0.81326,0.60618,0.60848,0.81234,0.61647,0.7947,0.83784,0.84409,0.69156,0.75947,0.61119,0.76374,0.67031,0.58865,0.60369,0.99361,0.98287,0.98199,0.98242,0.97283,0.86308,0.87522,0.918,0.92706,0.86085,0.8792,0.80071,0.79491,0.86377,0.85874,0.89169,0.91896,0.84734,0.7936,0.80401,0.81375,0.7971,0.79701,0.97921,0.94466,0.98873,0.99009,0.7439,0.77696,0.78554,0.83741,0.93171,0.81089,0.94228,0.60638,0.85014,0.87612,0.7898,0.82086,0.83078,0.79175,0.8356,0.802,0.93019,0.95264,0.97622,0.97982,0.83882,0.78449,0.59497,0.89803,0.88878,0.59843,0.61276,0.62197,0.88623,0.9204,0.80254,0.81601,0.85033,0.79332,0.92211,0.82544,0.91591,0.95059,0.97985,0.80142,0.80001,0.98959,0.76504,0.79765,0.78024,0.79833,0.94348,0.9494,0.85036,0.87217,0.80341,0.82353,0.80303,0.86012,0.8198,0.79244,0.94521,0.91884,0.75713,0.80117,0.61539,0.60015,0.59718,0.60231,0.57816,0.59213,0.61394,0.61107
3,0.99484,0.99057,0.94805,1.0,0.97576,0.77017,0.74313,0.95729,0.92745,0.94939,0.75657,0.75699,0.78931,0.79068,0.7688,0.76745,0.75157,0.74967,0.74551,0.77315,0.9849,0.87324,0.63188,0.648,0.80612,0.79406,0.61765,0.62004,0.88595,0.6256,0.96278,0.95305,0.65786,0.86781,0.7394,0.92612,0.9282,0.59245,0.62147,0.61589,0.91818,0.84424,0.83266,0.82813,0.93783,0.83396,0.89912,0.61543,0.62093,0.62107,0.97657,0.97991,0.64794,0.94241,0.60253,0.61903,0.77272,0.81049,0.89412,0.62238,0.97079,0.94304,0.60494,0.60369,0.67783,0.61722,0.617,0.89345,0.76166,0.63965,0.96119,0.98143,0.76606,0.92268,0.78144,0.69394,0.87116,0.68679,0.90741,0.61811,0.95783,0.99174,0.84187,0.92957,0.88261,0.77612,0.60391,0.89852,0.8673,0.62883,0.97116,0.97531,0.9163,0.78989,0.74853,0.91525,0.908,0.69304,0.77196,0.60986,0.59523,0.60665,0.98621,0.61646,0.61469,0.62376,0.6207,0.62096,0.97123,0.97777,0.93935,0.86767,0.8328,0.82553,0.93668,0.76316,0.80165,0.82439,0.8476,0.82252,0.60932,0.69216,0.5479,0.6303,0.6422,0.98038,0.98556,0.77884,0.604,0.84546,0.61201,0.76752,0.89281,0.61933,0.6231,0.93622,0.85117,0.54996,0.55199,0.75539,0.75376,0.61004,0.61265,0.83534,0.62761,0.74306,0.80046,0.77959,0.64871,0.79927,0.61322,0.71333,0.63818,0.59697,0.61325,0.94772,0.9627,0.96815,0.96253,0.97998,0.7903,0.79653,0.82019,0.8277,0.78855,0.79769,0.75391,0.75005,0.78682,0.784,0.82091,0.83122,0.77863,0.83684,0.75021,0.86098,0.74672,0.74858,0.9194,0.87487,0.95495,0.96081,0.69512,0.72327,0.84227,0.91455,0.84136,0.87811,0.8524,0.615,0.78561,0.8103,0.74243,0.86,0.87398,0.74201,0.77243,0.75016,0.88992,0.89965,0.99013,0.98686,0.91445,0.83827,0.6042,0.81627,0.80919,0.6073,0.62368,0.63406,0.81969,0.83408,0.84665,0.85913,0.77734,0.74142,0.83367,0.76723,0.86384,0.8693,0.90527,0.84269,0.74952,0.92791,0.7167,0.84064,0.73017,0.75206,0.86233,0.87709,0.78674,0.81026,0.84393,0.76135,0.7513,0.7864,0.86276,0.74162,0.87326,0.83811,0.70758,0.74818,0.61978,0.60651,0.60362,0.59413,0.56498,0.58039,0.61246,0.61445
4,0.98126,0.98088,0.98402,0.97576,1.0,0.80186,0.75392,0.98812,0.96843,0.98787,0.78478,0.78542,0.8253,0.82239,0.80365,0.80239,0.77951,0.77883,0.76246,0.79104,0.99317,0.90054,0.64901,0.66862,0.79646,0.78528,0.61506,0.61692,0.94357,0.62158,0.99044,0.98738,0.68346,0.85474,0.77231,0.90338,0.90613,0.58619,0.61853,0.61283,0.9634,0.83065,0.81916,0.81337,0.90869,0.88357,0.86571,0.60951,0.61743,0.61809,0.992,0.99473,0.6695,0.93924,0.59757,0.61501,0.8095,0.80004,0.94422,0.61924,0.99187,0.985,0.59994,0.59881,0.70895,0.61398,0.61335,0.91436,0.76027,0.63494,0.99312,0.99459,0.79617,0.9088,0.77806,0.72689,0.92678,0.68859,0.9389,0.61507,0.9878,0.97946,0.89003,0.89387,0.9322,0.76551,0.59947,0.86939,0.88406,0.62541,0.99065,0.99119,0.86258,0.82489,0.7768,0.89076,0.87425,0.7144,0.81071,0.60717,0.59883,0.60657,0.99564,0.61769,0.61126,0.61932,0.61781,0.6182,0.99445,0.97532,0.90048,0.84777,0.81439,0.81171,0.92519,0.78585,0.83013,0.84081,0.89165,0.85726,0.60371,0.71878,0.5584,0.64727,0.66092,0.98921,0.98374,0.77774,0.59897,0.81373,0.60894,0.81269,0.94841,0.61563,0.62005,0.9733,0.88701,0.54949,0.55124,0.7883,0.78454,0.60801,0.61028,0.84912,0.62641,0.76683,0.80839,0.80637,0.66991,0.78745,0.61202,0.74494,0.65831,0.59254,0.60821,0.98231,0.97092,0.97367,0.97033,0.97447,0.82158,0.83084,0.87372,0.88335,0.81993,0.8336,0.78013,0.77555,0.8238,0.81985,0.85259,0.878,0.82048,0.82637,0.78252,0.84924,0.77769,0.77587,0.97072,0.94008,0.97178,0.97725,0.72169,0.75382,0.81741,0.87305,0.89159,0.84313,0.90095,0.61045,0.82159,0.8376,0.77038,0.85698,0.86851,0.77281,0.81179,0.77905,0.94672,0.9578,0.98865,0.98905,0.87669,0.81066,0.59931,0.86324,0.85388,0.60297,0.61856,0.62918,0.84957,0.88174,0.83662,0.85222,0.82369,0.77427,0.87968,0.80179,0.92365,0.93422,0.94725,0.83538,0.78038,0.97153,0.74577,0.83119,0.76094,0.77782,0.9271,0.94236,0.82226,0.8358,0.83741,0.80232,0.78338,0.83028,0.8561,0.77359,0.93919,0.90688,0.7332,0.77193,0.61724,0.60337,0.6004,0.60367,0.57216,0.58678,0.61282,0.61223
5,0.7756,0.79301,0.83598,0.77017,0.80186,1.0,0.92321,0.81846,0.85481,0.83159,0.95699,0.95629,0.94236,0.94279,0.94404,0.94403,0.95315,0.94931,0.84553,0.85867,0.79769,0.8448,0.77373,0.81202,0.67209,0.66603,0.59013,0.58988,0.78369,0.58071,0.82182,0.83113,0.83672,0.70519,0.9364,0.72803,0.73005,0.55229,0.57919,0.57496,0.8627,0.77837,0.68925,0.68215,0.73287,0.92259,0.70566,0.57483,0.57959,0.58126,0.79972,0.80059,0.81211,0.7551,0.56977,0.58556,0.98383,0.67255,0.76704,0.57955,0.81053,0.83424,0.57115,0.57069,0.867,0.58707,0.58525,0.73923,0.65464,0.59288,0.81795,0.80043,0.99229,0.73538,0.65481,0.90187,0.89126,0.68056,0.75229,0.57732,0.82865,0.78021,0.93244,0.71937,0.87713,0.65101,0.57083,0.70773,0.73086,0.58335,0.81651,0.81199,0.70431,0.95919,0.96262,0.71977,0.70988,0.82949,0.96374,0.57763,0.5732,0.56704,0.799,0.57524,0.57479,0.58132,0.58062,0.58061,0.81301,0.77912,0.74433,0.69832,0.67797,0.68007,0.74132,0.92426,0.92995,0.72323,0.9122,0.95888,0.57361,0.86299,0.61597,0.76073,0.78804,0.79373,0.78614,0.66515,0.57067,0.67395,0.58357,0.94614,0.8461,0.57691,0.57894,0.84335,0.92258,0.53652,0.53783,0.98106,0.97574,0.58516,0.58709,0.70932,0.57867,0.97394,0.86571,0.97987,0.81602,0.66294,0.59158,0.91643,0.73306,0.56726,0.57819,0.83194,0.81202,0.80994,0.81194,0.79493,0.9091,0.90628,0.90068,0.89618,0.89535,0.89193,0.93337,0.92847,0.9067,0.91523,0.88897,0.93366,0.89675,0.68758,0.9039,0.70057,0.91933,0.92118,0.82713,0.81585,0.82732,0.82357,0.90083,0.94594,0.67423,0.70444,0.92764,0.69047,0.91778,0.57885,0.93955,0.91861,0.918,0.70474,0.71014,0.9186,0.9207,0.9129,0.78302,0.80578,0.79636,0.79563,0.71216,0.67493,0.57034,0.92351,0.93215,0.57187,0.58116,0.58525,0.87015,0.90699,0.69313,0.70019,0.90356,0.92627,0.93399,0.95196,0.79083,0.83609,0.87099,0.69083,0.92669,0.84245,0.87022,0.68993,0.8835,0.91515,0.83977,0.82055,0.9197,0.8874,0.69471,0.90954,0.92612,0.89813,0.70314,0.92122,0.81754,0.81727,0.92348,0.97767,0.59162,0.5779,0.57565,0.58056,0.59101,0.59689,0.59832,0.59158
6,0.7407,0.76242,0.78521,0.74306,0.75392,0.92321,1.0,0.76607,0.79553,0.77553,0.93958,0.93773,0.89041,0.8977,0.89594,0.89198,0.93991,0.94348,0.88524,0.86966,0.75667,0.8213,0.75931,0.79814,0.6404,0.63751,0.5883,0.58734,0.71758,0.57001,0.7732,0.77986,0.82221,0.6695,0.90167,0.69079,0.69256,0.54438,0.56637,0.56379,0.79803,0.79111,0.65468,0.64872,0.69911,0.82766,0.67723,0.56781,0.56978,0.5693,0.75462,0.75724,0.79809,0.70943,0.56399,0.58147,0.88371,0.63939,0.70591,0.56714,0.76411,0.77747,0.56518,0.56483,0.84041,0.58418,0.58151,0.68803,0.629,0.58383,0.76619,0.75652,0.91509,0.69477,0.62748,0.85764,0.8081,0.64587,0.698,0.56561,0.7791,0.74492,0.83293,0.69089,0.80772,0.62053,0.56498,0.67806,0.68019,0.57106,0.77389,0.77101,0.69844,0.88571,0.90056,0.68621,0.68142,0.81567,0.86695,0.57054,0.56149,0.55074,0.75889,0.55699,0.5645,0.57292,0.56882,0.56753,0.7678,0.74788,0.7101,0.66522,0.64911,0.64575,0.69951,0.95684,0.90641,0.67247,0.83953,0.88261,0.56755,0.78702,0.61625,0.74114,0.76115,0.75128,0.74748,0.63194,0.5648,0.65144,0.58135,0.84913,0.7821,0.56561,0.56588,0.78778,0.86619,0.53169,0.53299,0.88925,0.89308,0.58406,0.58681,0.65948,0.56228,0.9614,0.90695,0.87868,0.80686,0.63677,0.59185,0.87898,0.68128,0.5624,0.57372,0.77845,0.78206,0.7795,0.78172,0.76897,0.87777,0.86977,0.83298,0.82981,0.86652,0.85519,0.93709,0.94236,0.86221,0.86806,0.85948,0.84614,0.8351,0.65499,0.85223,0.66296,0.9075,0.91777,0.76628,0.74097,0.79043,0.78545,0.90286,0.92147,0.64968,0.68357,0.83119,0.66478,0.83344,0.57319,0.88829,0.89196,0.91919,0.6673,0.67063,0.90385,0.86363,0.85295,0.71674,0.73933,0.76116,0.76255,0.68682,0.64741,0.56395,0.82951,0.84112,0.56521,0.57366,0.57442,0.84928,0.83629,0.65862,0.66499,0.82503,0.90779,0.85263,0.90743,0.71824,0.75604,0.80787,0.659,0.92218,0.7882,0.82106,0.65689,0.82507,0.9375,0.75361,0.74508,0.87639,0.87036,0.65913,0.84599,0.91171,0.83267,0.66653,0.91132,0.74132,0.73298,0.92357,0.95504,0.58835,0.57456,0.57239,0.55866,0.60529,0.60658,0.59866,0.58978
7,0.96923,0.96922,0.98678,0.95729,0.98812,0.81842,0.76607,1.0,0.98264,0.99322,0.78695,0.78774,0.83095,0.82896,0.80444,0.80461,0.78072,0.7772,0.76072,0.78873,0.98919,0.89212,0.65995,0.68165,0.78587,0.77566,0.61102,0.61252,0.94,0.61593,0.99558,0.99257,0.69828,0.84292,0.77381,0.88765,0.89164,0.58162,0.61315,0.60805,0.98008,0.82934,0.80713,0.80065,0.89404,0.89471,0.84713,0.60463,0.61208,0.61211,0.99261,0.99222,0.68179,0.93122,0.5946,0.61097,0.82364,0.78645,0.92871,0.61404,0.99596,0.98804,0.59679,0.59584,0.71972,0.61016,0.60956,0.89625,0.73732,0.62753,0.99793,0.99203,0.81369,0.89798,0.76493,0.73939,0.93964,0.69677,0.92249,0.61028,0.99456,0.97206,0.91005,0.8752,0.9355,0.75147,0.5962,0.85004,0.8695,0.61895,0.99136,0.98957,0.84472,0.83154,0.79037,0.87457,0.85539,0.71956,0.81848,0.60304,0.5963,0.60092,0.98822,0.61059,0.60631,0.61334,0.61235,0.61183,0.99447,0.95296,0.88632,0.83363,0.79922,0.79872,0.91214,0.7836,0.83148,0.84313,0.89828,0.87129,0.6001,0.74116,0.56271,0.65687,0.67265,0.98726,0.97871,0.76939,0.59598,0.79747,0.60543,0.81528,0.94139,0.61039,0.61378,0.98556,0.90277,0.54834,0.5502,0.80447,0.80053,0.60465,0.60653,0.82994,0.61948,0.77985,0.81248,0.83147,0.6847,0.7744,0.60825,0.75149,0.6628,0.58972,0.60406,0.99352,0.96957,0.97165,0.9687,0.96633,0.82782,0.83898,0.88716,0.89675,0.82421,0.84103,0.77723,0.77157,0.82718,0.82411,0.85123,0.89047,0.818,0.81253,0.78074,0.83396,0.77512,0.775,0.96314,0.94338,0.9766,0.98084,0.73405,0.76354,0.79835,0.85123,0.9064,0.82392,0.91227,0.60609,0.82188,0.83944,0.76872,0.84326,0.85324,0.77141,0.80915,0.77962,0.94309,0.95482,0.97956,0.97597,0.85917,0.7966,0.59621,0.86881,0.85978,0.59903,0.61265,0.62178,0.84531,0.88644,0.82204,0.83707,0.82411,0.77145,0.89361,0.80128,0.92886,0.93626,0.96431,0.82138,0.77656,0.96773,0.74358,0.81724,0.75863,0.77163,0.93247,0.94522,0.81961,0.83352,0.82384,0.79896,0.77889,0.82924,0.84149,0.76952,0.94074,0.90813,0.74541,0.78605,0.61313,0.60044,0.59763,0.5957,0.57163,0.58498,0.60919,0.60779
8,0.93353,0.95395,0.9939,0.92745,0.96843,0.85481,0.79557,0.98264,1.0,0.99344,0.81659,0.81749,0.87556,0.87246,0.84099,0.84012,0.80933,0.80577,0.78225,0.82476,0.96299,0.91937,0.67311,0.69954,0.75578,0.74639,0.60823,0.60949,0.92097,0.60931,0.98886,0.99416,0.71747,0.80527,0.79826,0.84396,0.84859,0.57638,0.60714,0.60157,0.99861,0.84595,0.77648,0.7709,0.85032,0.93162,0.81173,0.59869,0.60629,0.60772,0.96556,0.96612,0.70022,0.8839,0.58853,0.60632,0.85552,0.7587,0.90376,0.60761,0.97776,0.99223,0.59071,0.5897,0.73934,0.60625,0.60513,0.85366,0.72221,0.62249,0.98202,0.96852,0.84648,0.85194,0.73851,0.75974,0.97101,0.6935,0.88368,0.60414,0.99198,0.93587,0.94719,0.83529,0.96688,0.72818,0.59067,0.81446,0.82724,0.61293,0.9844,0.98064,0.8159,0.86542,0.81656,0.83405,0.81853,0.73928,0.84867,0.59816,0.59178,0.59427,0.96687,0.60431,0.60064,0.60816,0.60717,0.60756,0.98277,0.93504,0.85078,0.79734,0.76942,0.76865,0.8658,0.813,0.86923,0.806,0.9363,0.91204,0.5935,0.75637,0.56812,0.6696,0.68805,0.95892,0.94586,0.74259,0.58989,0.77089,0.60142,0.84414,0.96057,0.60441,0.60803,0.99699,0.94719,0.54374,0.54565,0.83377,0.82566,0.60145,0.60377,0.79595,0.61094,0.8104,0.84446,0.86393,0.70389,0.74682,0.60658,0.77206,0.67117,0.58418,0.59852,0.9949,0.9756,0.97331,0.97496,0.95983,0.87345,0.88513,0.92903,0.93709,0.86841,0.88595,0.80546,0.7989,0.87254,0.86888,0.89099,0.92978,0.84906,0.77894,0.80325,0.79762,0.79768,0.79787,0.96906,0.94269,0.98527,0.98498,0.75754,0.78903,0.76976,0.81747,0.94532,0.79386,0.95445,0.60148,0.85485,0.88063,0.79075,0.80315,0.81238,0.79286,0.83878,0.80348,0.92111,0.94463,0.96123,0.96227,0.82173,0.76908,0.59008,0.90509,0.89623,0.59371,0.60732,0.61595,0.88255,0.92428,0.78677,0.79806,0.854,0.79507,0.93419,0.82988,0.91289,0.94847,0.99007,0.78503,0.80109,0.98094,0.76208,0.78237,0.7781,0.79769,0.94548,0.9475,0.85343,0.87145,0.78747,0.82579,0.80372,0.86164,0.80193,0.79299,0.94179,0.91769,0.77218,0.8184,0.61005,0.59495,0.59211,0.60018,0.57764,0.59049,0.60972,0.60692
