,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_v2_0,default_comp_v2_1,default_comp_v2_2,default_comp_v2_3,default_comp_v2_4,default_comp_v2_5,default_comp_v2_6,default_comp_v2_7,default_comp_v2_8,default_comp_v2_9,default_img_0,default_img_1,default_img_2,default_img_3,default_img_4,default_img_5,default_img_6,default_img_7,default_img_8,default_img_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb70_v2_0,default_pdb70_v2_1,default_pdb70_v2_2,default_pdb70_v2_3,default_pdb70_v2_4,default_pdb70_v2_5,default_pdb70_v2_6,default_pdb70_v2_7,default_pdb70_v2_8,default_pdb70_v2_9,default_pdb_v2_0,default_pdb_v2_1,default_pdb_v2_2,default_pdb_v2_3,default_pdb_v2_4,default_pdb_v2_5,default_pdb_v2_6,default_pdb_v2_7,default_pdb_v2_8,default_pdb_v2_9,default_struct_v2_0,default_struct_v2_1,default_struct_v2_2,default_struct_v2_3,default_struct_v2_4,default_struct_v2_5,default_struct_v2_6,default_struct_v2_7,default_struct_v2_8,default_struct_v2_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_10,default_uniref30_22_11,default_uniref30_22_12,default_uniref30_22_13,default_uniref30_22_14,default_uniref30_22_15,default_uniref30_22_16,default_uniref30_22_17,default_uniref30_22_18,default_uniref30_22_19,default_uniref30_22_2,default_uniref30_22_20,default_uniref30_22_21,default_uniref30_22_22,default_uniref30_22_23,default_uniref30_22_24,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,unidist_uniprot_img_0,unidist_uniprot_img_1,unidist_uniprot_img_2,unidist_uniprot_img_3,unidist_uniprot_img_4,unidist_uniprot_img_5,unidist_uniprot_img_6,unidist_uniprot_img_7,unidist_uniprot_img_8,unidist_uniprot_img_9,unidist_uniprot_sto_0,unidist_uniprot_sto_1,unidist_uniprot_sto_2,unidist_uniprot_sto_3,unidist_uniprot_sto_4,unidist_uniprot_sto_5,unidist_uniprot_sto_6,unidist_uniprot_sto_7,unidist_uniprot_sto_8,unidist_uniprot_sto_9
10,0.74544,0.68005,0.79935,0.73509,0.71904,0.63943,0.64284,0.68042,0.68806,0.97749,1.0,0.96874,0.68718,0.86294,0.83809,0.83575,0.91068,0.79055,0.82089,0.73935,0.71157,0.8575,0.66696,0.67568,0.65406,0.90928,0.7812,0.75185,0.79204,0.73233,0.72439,0.68294,0.60873,0.63148,0.63091,0.81182,0.82056,0.68787,0.66913,0.75209,0.76879,0.62763,0.66593,0.63527,0.65993,0.87276,0.62782,0.61023,0.84165,0.77244,0.79649,0.70169,0.75844,0.74506,0.71835,0.91346,0.8559,0.79069,0.75536,0.68118,0.83491,0.62457,0.74077,0.77152,0.77018,0.83496,0.80958,0.65599,0.74195,0.88608,0.6775,0.78118,0.83671,0.65193,0.72712,0.71444,0.63993,0.68768,0.70546,0.73795,0.79833,0.64052,0.75568,0.73928,0.80234,0.64988,0.63938,0.60142,0.68448,0.79627,0.61733,0.63379,0.67965,0.74939,0.70843,0.74366,0.7904,0.79222,0.62018,0.60414,0.62024,0.60325,0.61331,0.60337,0.60676,0.60023,0.59997,0.76261,0.61342,0.60894,0.61201,0.61926,0.60905,0.64468,0.72795,0.68794,0.61302,0.76956,0.63728,0.59907,0.60057,0.57881,0.50839,0.13418,0.14536,0.63398,0.62364,0.69339,0.61851,0.63849,0.81937,0.60334,0.63636,0.63089,0.62431,0.81223,0.67665,0.67965,0.77964,0.63725,0.66343,0.65374,0.66687,0.63178,0.68197
11,0.76505,0.72336,0.82077,0.73779,0.71864,0.62971,0.6335,0.7183,0.72971,0.99119,0.96874,1.0,0.66563,0.80955,0.79594,0.81088,0.90293,0.83142,0.86656,0.78659,0.71337,0.90163,0.7149,0.73019,0.68173,0.92018,0.83595,0.80544,0.8519,0.79074,0.78278,0.72705,0.61625,0.64163,0.65405,0.87735,0.86429,0.68872,0.67164,0.76512,0.80216,0.65459,0.70127,0.67113,0.69784,0.91036,0.63043,0.62043,0.88822,0.77796,0.86256,0.76505,0.81946,0.73406,0.78273,0.92422,0.9029,0.85859,0.82161,0.67111,0.84545,0.63179,0.71612,0.82623,0.8318,0.89094,0.83692,0.69339,0.79455,0.88402,0.72202,0.85208,0.89426,0.68447,0.71245,0.77309,0.64718,0.74198,0.75857,0.80339,0.86021,0.64295,0.82149,0.79588,0.8639,0.65954,0.65103,0.61055,0.71893,0.79666,0.62699,0.67135,0.71924,0.80631,0.76779,0.73588,0.77584,0.79387,0.62281,0.61071,0.6462,0.62238,0.63621,0.61957,0.62736,0.6076,0.61474,0.76525,0.63189,0.63086,0.6142,0.63988,0.62847,0.66195,0.78789,0.74024,0.62122,0.82143,0.65558,0.60469,0.60629,0.58959,0.50959,0.13613,0.14645,0.63926,0.64182,0.72782,0.63742,0.65674,0.84597,0.61363,0.64902,0.65269,0.64589,0.86087,0.6751,0.67672,0.75645,0.64043,0.67319,0.69627,0.70011,0.6553,0.72253
12,0.70016,0.62095,0.69807,0.74142,0.76062,0.78736,0.80123,0.58807,0.58963,0.68177,0.68718,0.66563,1.0,0.79491,0.81797,0.78727,0.70052,0.67661,0.67277,0.63962,0.78904,0.66683,0.61368,0.62564,0.62352,0.68561,0.64045,0.63417,0.63,0.62522,0.6223,0.60808,0.69695,0.77688,0.59966,0.64712,0.68266,0.80243,0.83878,0.68422,0.66671,0.60706,0.62283,0.60851,0.62425,0.66373,0.85297,0.65325,0.65696,0.72703,0.64829,0.62778,0.65142,0.79839,0.64442,0.67715,0.65063,0.64823,0.63336,0.91367,0.72401,0.70871,0.84148,0.6607,0.66177,0.64354,0.67722,0.61939,0.63073,0.71292,0.61109,0.63319,0.65379,0.60927,0.85368,0.62056,0.85989,0.6315,0.65114,0.63503,0.65559,0.87913,0.64628,0.63988,0.64517,0.78571,0.79213,0.61898,0.627,0.73131,0.71118,0.60645,0.62858,0.66052,0.62601,0.77801,0.75334,0.69154,0.70622,0.63656,0.59653,0.59258,0.59434,0.59645,0.59273,0.61301,0.59703,0.70496,0.59981,0.59024,0.66382,0.60418,0.59298,0.61479,0.64535,0.63056,0.62144,0.6531,0.61932,0.62644,0.59962,0.56072,0.50498,0.52179,0.13785,0.84386,0.60865,0.6203,0.60376,0.61027,0.6907,0.64918,0.6176,0.60566,0.6022,0.67283,0.85561,0.84068,0.81963,0.86268,0.77854,0.62253,0.63935,0.61368,0.63975
13,0.74577,0.64018,0.75528,0.78548,0.76798,0.6886,0.6944,0.63229,0.63468,0.84363,0.86294,0.80955,0.79491,1.0,0.98289,0.86781,0.82377,0.76166,0.75869,0.69831,0.80075,0.76579,0.63821,0.65593,0.64541,0.80876,0.70058,0.68234,0.68187,0.66651,0.66143,0.63402,0.62584,0.65761,0.60792,0.70608,0.73912,0.76055,0.73736,0.76018,0.74127,0.62309,0.65571,0.62824,0.64962,0.75127,0.68212,0.61954,0.74338,0.80468,0.71948,0.66025,0.69967,0.82573,0.67624,0.78584,0.72552,0.72178,0.68927,0.77378,0.82635,0.64237,0.85027,0.7202,0.71428,0.71922,0.78378,0.64373,0.68347,0.82476,0.63823,0.69223,0.74293,0.63012,0.82254,0.65599,0.70281,0.67049,0.68631,0.68069,0.72827,0.71245,0.70382,0.69473,0.70967,0.7123,0.69134,0.60381,0.6589,0.81239,0.63681,0.62855,0.66883,0.71562,0.67855,0.80349,0.82332,0.76517,0.64803,0.61216,0.61147,0.59916,0.60875,0.60189,0.6008,0.60324,0.59925,0.77133,0.6083,0.60383,0.62707,0.6157,0.60445,0.63357,0.67273,0.65442,0.6134,0.68735,0.63843,0.60628,0.631,0.57971,0.50758,0.13708,0.14029,0.68032,0.61135,0.65164,0.60925,0.61684,0.73963,0.61266,0.62513,0.61404,0.60834,0.76846,0.77089,0.75528,0.86367,0.69314,0.72288,0.64217,0.65789,0.62414,0.66238
14,0.76878,0.64403,0.77323,0.81015,0.79656,0.68738,0.69465,0.62966,0.63199,0.83087,0.83809,0.79594,0.81797,0.98289,1.0,0.87778,0.81401,0.77318,0.75867,0.69557,0.83134,0.75999,0.64201,0.6621,0.64822,0.8038,0.6995,0.68361,0.68071,0.66438,0.65939,0.63314,0.63629,0.6725,0.60881,0.70935,0.7472,0.79166,0.76484,0.77101,0.74931,0.62489,0.65871,0.63083,0.65314,0.75,0.70702,0.62399,0.73568,0.82659,0.7183,0.66383,0.70884,0.86207,0.68221,0.77591,0.724,0.72236,0.68677,0.79599,0.83809,0.64777,0.88153,0.73039,0.72143,0.71167,0.78916,0.64598,0.68096,0.82856,0.6378,0.69121,0.74267,0.63041,0.84534,0.6569,0.73297,0.676,0.69442,0.68156,0.73396,0.74383,0.70742,0.69695,0.71385,0.74408,0.71878,0.60592,0.66067,0.83199,0.64603,0.63109,0.6713,0.72663,0.6821,0.8359,0.83027,0.75976,0.65296,0.61478,0.61278,0.60035,0.60957,0.60416,0.60259,0.60347,0.60157,0.77737,0.61123,0.60468,0.6294,0.61798,0.60637,0.63318,0.67733,0.65791,0.61384,0.69285,0.64276,0.60789,0.63215,0.57968,0.50666,0.5201,0.13838,0.70286,0.61392,0.6496,0.61116,0.61807,0.74419,0.61888,0.62576,0.61463,0.6092,0.77393,0.7989,0.7906,0.88485,0.71813,0.74609,0.64768,0.66298,0.62643,0.66648
15,0.83528,0.67901,0.88176,0.8519,0.86558,0.64325,0.65057,0.60121,0.60404,0.84552,0.83575,0.81088,0.78727,0.86781,0.87778,1.0,0.89555,0.82434,0.81289,0.72166,0.86179,0.80626,0.67238,0.69831,0.66693,0.87166,0.72868,0.71147,0.71975,0.68981,0.68635,0.6601,0.6614,0.70845,0.63954,0.76216,0.83108,0.8346,0.80132,0.82887,0.82702,0.63397,0.68268,0.64339,0.67386,0.81338,0.72971,0.64373,0.77101,0.89308,0.75502,0.70126,0.7701,0.9036,0.72658,0.83588,0.79337,0.75765,0.71537,0.81598,0.90827,0.67274,0.90612,0.78353,0.76741,0.76078,0.84734,0.66747,0.70645,0.9213,0.66508,0.73044,0.79906,0.654,0.89024,0.68769,0.76429,0.70528,0.72456,0.70994,0.78127,0.76412,0.74918,0.73065,0.77312,0.79493,0.7603,0.62557,0.6812,0.8729,0.67796,0.64478,0.69811,0.77002,0.71024,0.88858,0.90736,0.84419,0.66678,0.63509,0.62369,0.60981,0.61769,0.61774,0.61272,0.61619,0.61948,0.84814,0.62682,0.61507,0.64359,0.63393,0.61949,0.64192,0.72673,0.68911,0.62225,0.76067,0.65238,0.62273,0.6363,0.57104,0.50667,0.52335,0.14347,0.72695,0.6297,0.67452,0.63493,0.6365,0.8226,0.63841,0.64303,0.62949,0.62609,0.81836,0.82075,0.85434,0.93409,0.75184,0.78937,0.6709,0.69413,0.6388,0.6958
16,0.79053,0.70966,0.85639,0.76175,0.75551,0.61741,0.62102,0.62885,0.63488,0.9132,0.91068,0.90293,0.70052,0.82377,0.81401,0.89555,1.0,0.83,0.88039,0.77998,0.7481,0.90677,0.69988,0.71054,0.68004,0.92795,0.80735,0.77462,0.81297,0.74393,0.73713,0.69752,0.62679,0.65248,0.65412,0.84156,0.87736,0.72294,0.69997,0.76911,0.80395,0.63979,0.70364,0.65081,0.68729,0.90939,0.65887,0.62759,0.87858,0.80856,0.82849,0.73576,0.80274,0.79521,0.76369,0.94224,0.89637,0.82276,0.78038,0.71187,0.87602,0.64403,0.77959,0.81005,0.81385,0.87917,0.83058,0.67757,0.77798,0.92722,0.69831,0.80763,0.86836,0.67648,0.75283,0.73889,0.6689,0.72442,0.74484,0.77203,0.84129,0.6671,0.80373,0.78162,0.83636,0.69379,0.67661,0.61788,0.71166,0.81958,0.64053,0.6523,0.71966,0.78627,0.72387,0.77877,0.81793,0.80664,0.633,0.622,0.62951,0.61147,0.62168,0.61984,0.61602,0.61207,0.61847,0.77778,0.62945,0.61899,0.62386,0.6379,0.624,0.65781,0.75598,0.70761,0.62146,0.79819,0.66221,0.61258,0.61313,0.5733,0.50781,0.52338,0.14413,0.66182,0.63795,0.71452,0.63688,0.65196,0.87632,0.61933,0.65711,0.63855,0.63409,0.85317,0.70537,0.72783,0.81464,0.67138,0.69352,0.6803,0.70422,0.64489,0.71352
17,0.8858,0.72706,0.87625,0.80264,0.76724,0.61899,0.62325,0.6267,0.6305,0.84439,0.79055,0.83142,0.6766,0.76166,0.77318,0.82434,0.83,1.0,0.87555,0.82097,0.79504,0.8709,0.74793,0.79048,0.70541,0.87951,0.82417,0.80453,0.78969,0.77326,0.76678,0.70809,0.64416,0.668,0.65418,0.85895,0.87965,0.74466,0.70835,0.83923,0.88786,0.68056,0.752,0.71298,0.74437,0.86445,0.66979,0.63582,0.84075,0.8775,0.88393,0.81583,0.90299,0.81803,0.84406,0.83466,0.83788,0.88977,0.82939,0.70152,0.93517,0.64784,0.77463,0.90923,0.87561,0.83414,0.9129,0.7306,0.78564,0.87701,0.72023,0.82824,0.88861,0.69537,0.75481,0.76059,0.68726,0.81398,0.82182,0.81883,0.91382,0.6857,0.89467,0.83237,0.87677,0.71907,0.69003,0.62516,0.73843,0.86873,0.65308,0.71199,0.77555,0.88851,0.82241,0.81062,0.78913,0.78141,0.6434,0.62515,0.6768,0.64477,0.66095,0.64596,0.65753,0.62152,0.63889,0.79399,0.66312,0.6566,0.63021,0.66426,0.65287,0.66968,0.80063,0.75076,0.62989,0.81759,0.6929,0.62158,0.67289,0.60137,0.51147,0.52824,0.13963,0.66986,0.65125,0.72421,0.64762,0.65629,0.82301,0.63179,0.66055,0.66218,0.65434,0.94299,0.72325,0.72308,0.80093,0.67318,0.72427,0.76053,0.75124,0.67386,0.76276
18,0.81988,0.7638,0.84706,0.77083,0.72986,0.61469,0.61795,0.63912,0.65074,0.86186,0.82089,0.86656,0.67277,0.75869,0.75867,0.81289,0.88039,0.87555,1.0,0.84658,0.74634,0.97108,0.77248,0.8217,0.74092,0.87838,0.9121,0.87947,0.87534,0.82696,0.81882,0.73888,0.64132,0.66164,0.66728,0.90434,0.91315,0.73193,0.70784,0.78078,0.82896,0.68977,0.77723,0.71693,0.76856,0.89848,0.65237,0.63244,0.93194,0.81504,0.90624,0.83904,0.88397,0.77029,0.86608,0.87988,0.89358,0.90786,0.86805,0.70928,0.86855,0.63898,0.76628,0.89574,0.90598,0.92116,0.86869,0.74128,0.8704,0.86475,0.75672,0.89172,0.91703,0.71772,0.74691,0.83666,0.66402,0.83583,0.88262,0.86997,0.91699,0.66417,0.89783,0.90303,0.90406,0.6934,0.67246,0.62535,0.80075,0.83863,0.64243,0.72554,0.80343,0.87922,0.81808,0.78685,0.76459,0.77331,0.63081,0.622,0.67137,0.64051,0.65729,0.64387,0.64739,0.62165,0.63622,0.77339,0.65832,0.6528,0.62041,0.66968,0.65225,0.70494,0.85206,0.7926,0.64501,0.85441,0.72053,0.61783,0.63794,0.59545,0.50855,0.52464,0.14818,0.66009,0.67112,0.75632,0.65486,0.68399,0.8867,0.62744,0.66732,0.66596,0.65883,0.91316,0.71412,0.706,0.79731,0.66076,0.69746,0.76408,0.77691,0.6854,0.8
19,0.73262,0.84284,0.73853,0.68302,0.67201,0.60901,0.61193,0.6615,0.66628,0.77072,0.73935,0.78659,0.63962,0.69831,0.69557,0.72166,0.77998,0.82097,0.84658,1.0,0.68594,0.85357,0.83619,0.84416,0.7774,0.78849,0.912,0.90115,0.83818,0.87491,0.85838,0.81776,0.62204,0.63347,0.70556,0.8537,0.79038,0.6595,0.64812,0.7019,0.7399,0.73691,0.84882,0.77213,0.84081,0.83391,0.63633,0.63188,0.89078,0.71825,0.92733,0.82929,0.81798,0.69315,0.87606,0.79622,0.83746,0.89809,0.95173,0.65105,0.76305,0.63781,0.67573,0.81973,0.86284,0.8553,0.75747,0.78982,0.91663,0.76158,0.84534,0.88466,0.82556,0.80021,0.67044,0.86872,0.63443,0.86164,0.87082,0.89782,0.86398,0.63417,0.9197,0.87875,0.82978,0.64537,0.63714,0.62972,0.85422,0.72297,0.6302,0.78341,0.8624,0.8497,0.76541,0.68371,0.69765,0.69283,0.62725,0.62838,0.7054,0.66767,0.68889,0.66667,0.68387,0.63378,0.65611,0.68618,0.68594,0.68174,0.62704,0.70297,0.67965,0.72977,0.78175,0.75197,0.65145,0.74717,0.74143,0.62867,0.61457,0.62145,0.51358,0.52705,0.14472,0.63738,0.68407,0.86594,0.67727,0.7042,0.80226,0.63136,0.69973,0.7013,0.68929,0.85632,0.65564,0.65686,0.69091,0.63946,0.65424,0.80389,0.8233,0.7247,0.84246
20,0.83571,0.65587,0.83455,0.91749,0.90471,0.64818,0.6574,0.59516,0.59732,0.74115,0.71157,0.71337,0.78904,0.80075,0.83134,0.86179,0.7481,0.79504,0.74634,0.68594,1.0,0.73335,0.66053,0.68974,0.65696,0.76502,0.69069,0.68308,0.67457,0.67593,0.67499,0.64421,0.70967,0.77617,0.63033,0.71938,0.78666,0.92299,0.88297,0.8791,0.83116,0.64088,0.66854,0.6517,0.66754,0.72367,0.77463,0.6731,0.70423,0.91911,0.71622,0.69693,0.75725,0.92468,0.70503,0.71552,0.70212,0.72902,0.68911,0.8589,0.84903,0.70658,0.90946,0.7516,0.73223,0.70284,0.85156,0.66357,0.67845,0.80876,0.65422,0.69629,0.74064,0.64503,0.9123,0.67056,0.81721,0.69558,0.71169,0.69121,0.7534,0.81825,0.71427,0.6988,0.72897,0.89233,0.84022,0.64627,0.6606,0.86854,0.74292,0.65276,0.67941,0.74375,0.72214,0.92671,0.86026,0.79841,0.71518,0.65674,0.63747,0.61861,0.62863,0.62325,0.62508,0.63187,0.62485,0.84492,0.62942,0.62609,0.6741,0.63127,0.62517,0.63535,0.7173,0.69147,0.62747,0.73663,0.65045,0.64316,0.68132,0.57999,0.1304,0.52637,0.13954,0.78618,0.6299,0.65307,0.64068,0.63094,0.73779,0.66842,0.63468,0.63116,0.62928,0.78255,0.89441,0.89018,0.91787,0.79239,0.91003,0.67961,0.68395,0.64212,0.68706
21,0.80122,0.76529,0.83964,0.76548,0.72362,0.61144,0.61438,0.66441,0.6767,0.8937,0.8575,0.90163,0.66683,0.76579,0.75999,0.80626,0.90677,0.8709,0.97108,0.85357,0.73335,1.0,0.76877,0.80324,0.72908,0.90487,0.92694,0.89033,0.90207,0.84296,0.83545,0.75158,0.6367,0.65872,0.67067,0.92041,0.90881,0.72215,0.7002,0.77458,0.82329,0.68251,0.76364,0.70914,0.75517,0.92334,0.64616,0.63388,0.95901,0.80042,0.91783,0.83709,0.86837,0.75647,0.85233,0.90952,0.92056,0.91847,0.87798,0.70297,0.86344,0.63982,0.75154,0.87701,0.89482,0.94944,0.85646,0.73358,0.88229,0.87492,0.76117,0.90566,0.92349,0.71861,0.73724,0.84163,0.65555,0.81526,0.86227,0.8765,0.91969,0.65401,0.90096,0.88604,0.90317,0.68221,0.66702,0.62667,0.79414,0.82497,0.64047,0.71781,0.7888,0.86541,0.80998,0.77147,0.76489,0.77859,0.63091,0.62239,0.66831,0.63679,0.6534,0.6397,0.64534,0.62336,0.63523,0.77088,0.65273,0.64875,0.62216,0.66525,0.64876,0.70028,0.8482,0.78979,0.64466,0.85452,0.70989,0.61888,0.62991,0.59199,0.51005,0.52458,0.14899,0.65536,0.67298,0.76665,0.65386,0.68929,0.88419,0.62644,0.67188,0.66718,0.65964,0.91212,0.70737,0.6935,0.78501,0.65416,0.69077,0.75295,0.76225,0.68211,0.78769
22,0.6963,0.90788,0.69868,0.66101,0.6547,0.59057,0.59296,0.66221,0.66642,0.70437,0.66696,0.7149,0.61368,0.63821,0.64201,0.67238,0.69988,0.74793,0.77248,0.83619,0.66053,0.76877,1.0,0.90262,0.86947,0.72158,0.85547,0.88681,0.82012,0.88739,0.88398,0.88964,0.62526,0.62915,0.77817,0.80501,0.73668,0.64582,0.63706,0.67644,0.71034,0.83065,0.91825,0.86183,0.9068,0.75382,0.62673,0.6371,0.78023,0.68682,0.8173,0.86522,0.78392,0.66097,0.8702,0.71417,0.7703,0.80735,0.85489,0.63226,0.70674,0.63657,0.64486,0.78822,0.79293,0.80167,0.72242,0.89243,0.88945,0.70593,0.90852,0.85794,0.79006,0.87473,0.64636,0.89582,0.62627,0.88588,0.85867,0.87246,0.79182,0.62233,0.84143,0.88013,0.81967,0.63593,0.62941,0.63713,0.89704,0.67496,0.62607,0.84212,0.89368,0.78196,0.72433,0.65876,0.65687,0.66404,0.62364,0.63127,0.78629,0.72503,0.76046,0.71167,0.74976,0.64865,0.69632,0.66196,0.7734,0.74774,0.62462,0.77508,0.74858,0.77286,0.775,0.78575,0.66761,0.72631,0.8114,0.63392,0.59757,0.63101,0.50875,0.14049,0.14806,0.62765,0.74453,0.89393,0.72938,0.76255,0.71897,0.64106,0.74056,0.77927,0.76185,0.75911,0.63922,0.6409,0.65922,0.62526,0.64392,0.88841,0.89995,0.80725,0.88986
23,0.74683,0.86162,0.74132,0.68479,0.6735,0.59727,0.59989,0.63977,0.64548,0.72131,0.67568,0.73019,0.62564,0.65593,0.6621,0.69831,0.71054,0.79048,0.8217,0.84416,0.68974,0.80324,0.90262,1.0,0.83399,0.73746,0.8756,0.89617,0.83666,0.88711,0.8822,0.82209,0.62734,0.63473,0.71378,0.83573,0.79556,0.66381,0.64969,0.71362,0.75435,0.7957,0.88196,0.85549,0.88618,0.77284,0.63487,0.62958,0.79548,0.73104,0.84734,0.91678,0.848,0.6893,0.90251,0.71947,0.7835,0.84792,0.86896,0.646,0.73833,0.63479,0.66728,0.84628,0.85158,0.82556,0.76711,0.86897,0.86975,0.72733,0.8623,0.86379,0.81456,0.8138,0.66414,0.87368,0.63539,0.92436,0.92375,0.89123,0.83234,0.63333,0.87671,0.91104,0.85088,0.65584,0.64008,0.62857,0.86988,0.71408,0.63374,0.84322,0.89552,0.85222,0.7861,0.68928,0.68224,0.68868,0.62789,0.62925,0.77408,0.71127,0.74437,0.69068,0.73203,0.63495,0.67401,0.68517,0.73324,0.73511,0.62354,0.74135,0.72531,0.72915,0.83428,0.83027,0.64918,0.78124,0.7968,0.62778,0.61687,0.62699,0.50873,0.52084,0.13867,0.63618,0.69069,0.83528,0.6894,0.70526,0.7625,0.63122,0.69509,0.73318,0.71153,0.80177,0.65288,0.66179,0.68484,0.63613,0.66214,0.92632,0.89412,0.76461,0.89935
24,0.68406,0.84432,0.68904,0.65581,0.64349,0.59601,0.59914,0.6321,0.63424,0.67739,0.65406,0.68173,0.62352,0.64541,0.64822,0.66693,0.68004,0.70541,0.74092,0.7774,0.65696,0.72908,0.86947,0.83399,1.0,0.68712,0.78314,0.80891,0.73697,0.80899,0.80331,0.85294,0.63198,0.63229,0.80966,0.73693,0.71283,0.64599,0.63679,0.66365,0.68011,0.88903,0.89016,0.87616,0.89191,0.70552,0.62617,0.63205,0.73405,0.678,0.74832,0.78483,0.74024,0.65977,0.79085,0.68222,0.7107,0.74591,0.77797,0.64269,0.68366,0.62498,0.65442,0.73293,0.75886,0.73289,0.69648,0.90363,0.81595,0.68146,0.86376,0.76271,0.7257,0.90024,0.65154,0.81456,0.62354,0.80702,0.82091,0.78968,0.7343,0.62334,0.77027,0.80055,0.73641,0.64472,0.62915,0.64013,0.87908,0.67761,0.6217,0.85064,0.85694,0.75283,0.70171,0.66267,0.65527,0.65808,0.61344,0.62738,0.82745,0.7708,0.80839,0.74866,0.7929,0.6469,0.72359,0.65071,0.81636,0.7953,0.61663,0.83978,0.79624,0.84613,0.7409,0.75581,0.67316,0.702,0.9039,0.63253,0.6006,0.65012,0.50695,0.52221,0.14245,0.63418,0.7614,0.8719,0.74598,0.79236,0.70463,0.63301,0.76024,0.81417,0.78657,0.71903,0.64131,0.64549,0.66602,0.62663,0.64048,0.84325,0.91182,0.86563,0.87997
25,0.83178,0.73862,0.88544,0.79093,0.78563,0.61113,0.61536,0.6555,0.66197,0.93522,0.90928,0.92018,0.68561,0.80876,0.8038,0.87166,0.92795,0.87951,0.87838,0.78849,0.76502,0.90487,0.72158,0.73746,0.68712,1.0,0.83332,0.80489,0.84925,0.7731,0.768,0.72045,0.63545,0.66759,0.66008,0.87723,0.89149,0.73759,0.70979,0.81017,0.84173,0.65487,0.70934,0.67051,0.70212,0.92537,0.66742,0.63339,0.87657,0.84328,0.86073,0.76869,0.8488,0.81025,0.78969,0.93392,0.90694,0.84948,0.80604,0.70695,0.89651,0.64871,0.77761,0.8548,0.83094,0.87651,0.87967,0.69177,0.78442,0.94209,0.71211,0.83214,0.89405,0.68422,0.75916,0.75992,0.68426,0.75114,0.76518,0.79214,0.86497,0.67338,0.82828,0.7949,0.87242,0.70254,0.68679,0.62236,0.71795,0.85181,0.64812,0.66816,0.7244,0.81193,0.75427,0.8012,0.82689,0.81497,0.63994,0.62369,0.64866,0.62574,0.63923,0.63032,0.63267,0.61727,0.62524,0.80063,0.64152,0.63476,0.62908,0.65198,0.63673,0.66675,0.7857,0.73527,0.62896,0.82386,0.66412,0.61743,0.61649,0.57773,0.50918,0.52408,0.1415,0.66934,0.65085,0.73119,0.64588,0.66157,0.86605,0.62725,0.66844,0.65416,0.64819,0.88348,0.71627,0.73893,0.81715,0.67746,0.71105,0.70439,0.71096,0.65947,0.73239
26,0.7502,0.86848,0.77331,0.71741,0.68403,0.60146,0.60403,0.67836,0.68729,0.81797,0.7812,0.83595,0.64045,0.70058,0.6995,0.72868,0.80735,0.82417,0.9121,0.912,0.69069,0.92694,0.85547,0.8756,0.78314,0.83332,1.0,0.98686,0.93155,0.9239,0.90819,0.84718,0.62939,0.64498,0.71143,0.90975,0.83413,0.68415,0.6696,0.7188,0.75409,0.7257,0.83236,0.76733,0.83526,0.87254,0.6336,0.63401,0.93687,0.73334,0.92784,0.88014,0.85091,0.7038,0.8992,0.8324,0.88504,0.90656,0.93441,0.67123,0.77732,0.63395,0.70025,0.85814,0.88275,0.91935,0.78251,0.79406,0.95026,0.78828,0.84037,0.92675,0.86952,0.7805,0.6917,0.91588,0.63854,0.87331,0.91862,0.91755,0.88298,0.63632,0.91778,0.92662,0.88148,0.65687,0.64786,0.63124,0.87359,0.76009,0.63126,0.76874,0.85318,0.85858,0.772,0.71543,0.70405,0.70788,0.62103,0.62166,0.70506,0.66058,0.68397,0.6634,0.67561,0.63104,0.65346,0.71014,0.68228,0.67737,0.62058,0.697,0.67801,0.7327,0.83324,0.79814,0.6574,0.79268,0.74794,0.62363,0.6077,0.60262,0.5112,0.52585,0.14614,0.64079,0.70039,0.86293,0.67728,0.72559,0.83248,0.62869,0.69452,0.70269,0.69112,0.86438,0.67636,0.66337,0.7228,0.63865,0.6633,0.82413,0.83054,0.7196,0.86447
