,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_mul_newest_0,default_mul_newest_1,default_mul_newest_2,default_mul_newest_3,default_mul_newest_4,default_mul_newest_5,default_mul_newest_6,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_10,default_uniref30_22_11,default_uniref30_22_12,default_uniref30_22_13,default_uniref30_22_14,default_uniref30_22_15,default_uniref30_22_16,default_uniref30_22_17,default_uniref30_22_18,default_uniref30_22_19,default_uniref30_22_2,default_uniref30_22_20,default_uniref30_22_21,default_uniref30_22_22,default_uniref30_22_23,default_uniref30_22_24,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9
0,1.0,0.9767974433377685,0.9803777523028577,0.9698054850979522,0.9703507421649911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.9767974433377684,1.0,0.9899257952881612,0.9897657825021454,0.972949248562951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.9803777523028577,0.9899257952881612,1.0,0.9854845532316913,0.9748063316607904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.9698054850979523,0.9897657825021454,0.9854845532316913,1.0,0.9828557044786324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.9703507421649911,0.9729492485629511,0.9748063316607907,0.9828557044786324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,1.0,3.0563389923339566e-05,0.9326892131979112,0.9351916908000272,0.9443031397973098,0.9425011906458391,0.937005623095216,0.9550204842502812,0.9499007601953335,0.1755135159620574,0.6911615049071711,0.6887712335519356,0.7016531421420261,0.7087556304864139,0.7436858229605597,0.845164808936173,0.7109427063648546,0.7346014476139077,0.7350870572263649,0.7257355859321294,0.6805991818663581,0.703558936951636,0.70550488715229,0.8194648131288056,0.7985250390871742,0.7731967808762651,0.774517467076366,0.6925762462666692,0.7197276132609333,0.7238289151512673,0.8215674174467712,0.8261463581018716,0.7919075666652401,0.8042969774411592,0.8132954168242131,0.770656578036559,0.7805336701574392,0.6984875826294079,0.7006925908995874,0.6734404668108842,0.6716087511470024,0.7013962349396193,0.7141637567686269,0.748170209300494,0.7602505489339229,0.731313400132183,0.715208163607276,0.6884770536591939,0.6877213957058709,0.7004256496540978,0.7050483220614316,0.8023724212500403,0.8205263504465234,0.7414598533372545,0.7430457315069978,0.7288173420844805,0.720372085379025,0.7176095005494675,0.7195959079912292,0.8322474692538046,0.7629253241867154,0.8369164582321018,0.836040917516427,0.7907165062358072,0.8042975817015617,0.643612865742947,0.7061180510311528,0.6513694580178454,0.708286766716395,0.8207533701333404,0.8283921269470071,0.8240896933110284,0.8127586561921987,0.8034747585429118,0.7830824250418077,0.7871173190529686,0.8004515092130475,0.7981550360398459,0.8042124694140954,0.7166389255643723,0.7552036207204609,0.7870910113819588,0.7715199844131329,0.7833550545633436,0.7845643787753896,0.7054293081128384,0.7222713480996734,0.7175931735006646,0.7167204673498673,0.7191422229790546,0.7270662255933972,0.8250659774999484
6,0.0,0.0,0.0,0.0,0.0,3.0563389923339566e-05,1.0,0.342217268584643,0.3388563098601968,5.766235059688838e-05,6.363340174877699e-05,0.09806738953466113,0.9686770284767062,0.327086149038327,0.0,0.09079827716486254,0.0,0.28752796081778353,0.2801198226895956,0.2929542128430003,0.10354643011364233,0.0823804062568295,0.09519304379627533,0.09524034865067152,0.2842802021382634,0.09296993979889741,0.0948635815447927,0.09459980363789514,0.10367635686015864,0.10278759813375454,0.29806317199977495,0.2944188754924878,0.09424395573148779,0.09280448915257514,0.09299170829489703,8.336478773043955e-05,0.10236345140247127,0.10195716360552078,0.10019965805954908,0.10128819563087582,0.29381619571340345,0.29266399987060226,4.2792860217337926e-05,0.0908993321124203,0.08992943861647332,0.09008231964324079,0.09086675446460978,0.09237588763358594,0.09609303128091434,0.09701564921061089,0.2866676410958769,0.2828902967140932,0.09051606678904307,0.09069699113473453,0.08482125656447476,0.2777113828607027,0.10074206294048542,0.3169790745554445,0.09583419738267725,0.0957861675356204,0.2850266643756599,0.28170339181582005,0.0925526966678477,0.0926805133642433,0.10261942431377886,0.09974003426929412,0.10239442057655114,0.10415300143122953,0.09949385101940827,0.1006380863152959,0.29957580439634507,0.24319952190949692,0.09045623827801234,0.09136373878334303,0.10195331894768629,0.10265094608363973,0.10213833463317994,0.1007568916332784,0.10321024105062633,0.09859318724989982,0.0991254881194985,0.10002570542200863,0.09977693356646156,0.10039280514696103,0.09238238966982504,0.2902266916377158,0.29903792989604905,0.2925033712887563,0.29687058895960683,0.29716342402813856,0.0955047825018525,0.09276207480675626,0.09249809661758664,0.0960188577077467,0.0966964549373895,0.09298114874595875,0.10219947967182119
7,0.0,0.0,0.0,0.0,0.0,0.9326892131979112,0.342217268584643,1.0,0.9916240286437621,0.942029750207834,0.9372920504613323,0.9524262705156322,0.9301631459649977,0.9300181120589734,0.0787533827446529,0.7609653832959834,0.7589837975203216,0.7548652740462497,0.7651516870253751,0.7971266785827901,0.874092211376603,0.7564447354681382,0.8066752381690584,0.8050281932119248,0.7983576213035345,0.760513854563586,0.7776593809571828,0.7800067089627001,0.8788999062170776,0.8632221771903698,0.8468294652841083,0.846587586109543,0.7679691891509065,0.7697100970878443,0.7745002817614571,0.8576444524573994,0.8607362281506395,0.8542349068691163,0.8647689095056768,0.8702902370592247,0.8475439786779427,0.8482816606921428,0.7493529580291636,0.7517977005990734,0.7441993007873505,0.7437591381447575,0.7571551355374005,0.7639005609207157,0.8146812503106232,0.8249205991211943,0.8050777619277482,0.7916102907450688,0.7587905857923999,0.7583490510217772,0.758429088245848,0.7623471250894079,0.8448909151968951,0.8504600010493469,0.8118552290647523,0.8137235697440468,0.8023173561632951,0.7962731762284909,0.7683289088719898,0.7708135989651218,0.8663218573143581,0.8331639027120551,0.8708753952425164,0.894390318829458,0.8539806773042048,0.8664881550438377,0.6704382860113391,0.7731407357027378,0.7340064476870972,0.7578514569021465,0.8560149031352103,0.8628264508029054,0.8597201964347155,0.8454457617079759,0.8662800374751046,0.8439175533315939,0.8484264322396019,0.8594211731643363,0.8591378652452544,0.8641342532125861,0.7666306976436078,0.8264771660274383,0.8623557627757338,0.8399926414589848,0.8555596998621596,0.8552128707072784,0.7801125260036618,0.7723413603004838,0.7677077591935163,0.7903005897807159,0.7946549147613279,0.7780373550161578,0.8596306005647741
8,0.0,0.0,0.0,0.0,0.0,0.9351916908000271,0.33885630986019677,0.9916240286437621,1.0,0.9435338605248869,0.9386431813756728,0.9356793005895733,0.9345517967955149,0.9205823146707814,0.15857204776534065,0.7524947290468287,0.7502082988861124,0.7468837774100042,0.7587130005087923,0.7898494813935588,0.8688707544939529,0.750415039207986,0.7956114807490032,0.7961287812097616,0.7882622132013407,0.7501844076197316,0.7684703630478723,0.7700330326572751,0.8713894643107687,0.8540474609145676,0.839624064211802,0.8429294284150503,0.7579845558864309,0.7623764688416681,0.766722637912904,0.8528860005911957,0.8541026790821897,0.8451883859894097,0.855696550638856,0.8612320983910957,0.8329289283448513,0.8461295844897349,0.7433032960664349,0.7445015111830834,0.7348294730964727,0.7349669879593208,0.7487684090528607,0.7557197167189335,0.8054118172805772,0.8176701567718697,0.7938020840405804,0.778575617976199,0.7497454848110582,0.7499911020409589,0.7499479286299262,0.7561631062324558,0.8382751954441755,0.8461503626900826,0.8030172443609159,0.8046802467829072,0.790620777880255,0.7847890844183925,0.7598464797304374,0.7633962478124631,0.8599488644736777,0.8234160616541137,0.8642630997533701,0.8856121106873309,0.8446158997765227,0.857558470089465,0.6648705210998855,0.7711246295872108,0.7232397774543639,0.7506802492198402,0.849106120726466,0.8563865052284412,0.852805214705592,0.8391193102018281,0.857439439054996,0.834962497730143,0.839390162561178,0.8506562591351391,0.8501811274016675,0.8555598110633262,0.7599319240380645,0.8199868806037279,0.8485620472619319,0.8438652074477211,0.8420249465951377,0.8516481450432145,0.7701199385188139,0.76400802637292,0.760992698146281,0.780577021218888,0.7840907567145576,0.7694669644849249,0.8529870835316672
9,0.0,0.0,0.0,0.0,0.0,0.94430313979731,5.7662350596888385e-05,0.9420297502078341,0.9435338605248869,1.0,0.9930263227458082,0.9301025680045398,0.9612609944382948,0.9295701201785862,0.09828338329187748,0.6924498980060053,0.6898081370824609,0.695212092793315,0.7041111536083655,0.7447429316410401,0.8422733288803839,0.7117718575786489,0.7361472453901309,0.7370794261959369,0.7347233986423587,0.6943625982482152,0.7128514891111539,0.7165423017022154,0.8280631450035572,0.8043882514516306,0.7916332377254043,0.807028958219696,0.7051399789333905,0.7166684954407597,0.7214336562908473,0.8195029993707962,0.8249423249649637,0.7977195940266937,0.805759769350295,0.8121612312063963,0.7967797278225245,0.8139758474322719,0.6997660646551157,0.7026554237954626,0.6781133678959834,0.6774838896970452,0.6970308382005125,0.7080453604040259,0.7535380156037199,0.7649491766313607,0.7446022067780326,0.7315188394067796,0.690913722221817,0.6893795213872869,0.6959742075655132,0.7017425930750952,0.7982886062701516,0.8175918394111509,0.7430398181322754,0.7448056007656002,0.7380020905745558,0.7312347114165952,0.7144510673573341,0.7163281922349126,0.8311565157286597,0.7698904624033226,0.8367974196817286,0.8453846486368309,0.7934490362074863,0.8074304790375939,0.6485706105197435,0.7449193163302272,0.6691810393790605,0.7058068841298116,0.818260598402733,0.827327244729777,0.8226209400004749,0.8114360501146551,0.8102263078409485,0.7850720144565064,0.7891685656762698,0.8012918245762297,0.8000231886827145,0.8056861962004085,0.713521439570471,0.7798758984128441,0.8106217681007383,0.7989553222610336,0.8126186441151673,0.815977805369944,0.7165002139484915,0.7192351141165214,0.7143817417314253,0.7270320935421689,0.7292867021617743,0.7240353485675125,0.8240323284830251
