,model,icps,recall
0,Elo_0,0.025158333333333335,0.0
1,Elo_1,0.025158333333333335,0.0
2,Elo_2,0.02840740740740741,0.0
3,Elo_3,0.025158333333333335,0.0
4,Elo_4,0.02840740740740741,0.0
5,H1106_lewis_0,0.0253,0.0
6,H1106_lewis_1,0.02552291666666667,0.0
7,H1106_lewis_2,0.025302040816326532,0.0
8,H1106_lewis_3,0.029676470588235294,0.0
9,H1106_lewis_4,0.02847843137254902,0.0
10,default_af_v1_0,0.02785714285714286,0.0
11,default_af_v1_1,0.028209756097560976,0.0
12,default_af_v1_2,0.027720930232558144,0.0
13,default_af_v1_3,0.028804545454545458,0.0
14,default_af_v1_4,0.028775,0.0
15,default_af_v1_5,0.02809318181818182,0.0
16,default_af_v1_6,0.028727659574468087,0.0
17,default_af_v1_7,0.02809318181818182,0.0
18,default_af_v1_8,0.02858409090909091,0.0
19,default_af_v1_9,0.02858409090909091,0.0
20,default_af_v2_0,0.027551162790697678,0.0
21,default_af_v2_1,0.027551162790697678,0.0
22,default_af_v2_2,0.028462222222222222,0.0
23,default_af_v2_3,0.02820888888888889,0.0
24,default_af_v2_4,0.028804545454545458,0.0
25,default_af_v2_5,0.028804545454545458,0.0
26,default_af_v2_6,0.028135416666666663,0.0
27,default_af_v2_7,0.0274,0.0
28,default_af_v2_8,0.02858409090909091,0.0
29,default_af_v2_9,0.028600000000000007,0.0
30,default_comp_v1_0,0.025158333333333335,0.0
31,default_comp_v1_1,0.025353061224489794,0.0
32,default_comp_v1_2,0.02811960784313726,0.0
33,default_comp_v1_3,0.02811960784313726,0.0
34,default_comp_v1_4,0.025229787234042553,0.0
35,default_comp_v1_5,0.025158333333333335,0.0
36,default_comp_v1_6,0.025413333333333336,0.0
37,default_comp_v1_7,0.025056521739130436,0.0
38,default_comp_v1_8,0.024952173913043475,0.0
39,default_comp_v1_9,0.024952173913043475,0.0
40,default_comp_v2_0,0.025353061224489794,0.0
41,default_comp_v2_1,0.025353061224489794,0.0
42,default_comp_v2_2,0.025494230769230776,0.0
43,default_comp_v2_3,0.02570588235294118,0.0
44,default_comp_v2_4,0.02538695652173913,0.0
45,default_comp_v2_5,0.02538695652173913,0.0
46,default_comp_v2_6,0.025688888888888893,0.0
47,default_comp_v2_7,0.025413333333333336,0.0
48,default_comp_v2_8,0.025442553191489362,0.0
49,default_comp_v2_9,0.024952173913043475,0.0
50,default_multimer_v1_0,0.025602173913043477,0.0
51,default_multimer_v1_1,0.027617307692307694,0.0
52,default_multimer_v1_2,0.025353061224489794,0.0
53,default_multimer_v1_3,0.02796923076923077,0.0
54,default_multimer_v1_4,0.025158333333333335,0.0
55,default_multimer_v1_5,0.025158333333333335,0.0
56,default_multimer_v1_6,0.02548888888888889,0.0
57,default_multimer_v1_7,0.025056521739130436,0.0
58,default_multimer_v1_8,0.02530666666666667,0.0
59,default_multimer_v1_9,0.02530666666666667,0.0
60,default_multimer_v2_0,0.02494489795918367,0.0
61,default_multimer_v2_1,0.025353061224489794,0.0
62,default_multimer_v2_2,0.028666037735849057,0.0
63,default_multimer_v2_3,0.026510000000000002,0.0
64,default_multimer_v2_4,0.025842222222222228,0.0
65,default_multimer_v2_5,0.02604545454545455,0.0
66,default_multimer_v2_6,0.025183333333333332,0.0
67,default_multimer_v2_7,0.025056521739130436,0.0
68,default_multimer_v2_8,0.023954166666666665,0.0
69,default_multimer_v2_9,0.024841666666666668,0.0
70,default_pdb70_v1_0,0.0251,0.0
71,default_pdb70_v1_1,0.02811960784313726,0.0
72,default_pdb70_v1_2,0.025353061224489794,0.0
73,default_pdb70_v1_3,0.02811960784313726,0.0
74,default_pdb70_v1_4,0.025158333333333335,0.0
75,default_pdb70_v1_5,0.025229787234042553,0.0
76,default_pdb70_v1_6,0.025252173913043484,0.0
77,default_pdb70_v1_7,0.025456818181818188,0.0
78,default_pdb70_v1_8,0.02454042553191489,0.0
79,default_pdb70_v1_9,0.02454042553191489,0.0
80,default_pdb70_v2_0,0.025158333333333335,0.0
81,default_pdb70_v2_1,0.0253,0.0
82,default_pdb70_v2_2,0.025876,0.0
83,default_pdb70_v2_3,0.02636326530612245,0.0
84,default_pdb70_v2_4,0.02538695652173913,0.0
85,default_pdb70_v2_5,0.02538695652173913,0.0
86,default_pdb70_v2_6,0.025413333333333336,0.0
87,default_pdb70_v2_7,0.025688888888888893,0.0
88,default_pdb70_v2_8,0.024952173913043475,0.0
89,default_pdb70_v2_9,0.024952173913043475,0.0
90,default_pdb_v1_0,0.02811960784313726,0.0
91,default_pdb_v1_1,0.025158333333333335,0.0
92,default_pdb_v1_2,0.028124000000000003,0.0
93,default_pdb_v1_3,0.025158333333333335,0.0
94,default_pdb_v1_4,0.025229787234042553,0.0
95,default_pdb_v1_5,0.025091111111111116,0.0
96,default_pdb_v1_6,0.025229787234042553,0.0
97,default_pdb_v1_7,0.025091111111111116,0.0
98,default_pdb_v1_8,0.02454042553191489,0.0
99,default_pdb_v1_9,0.024952173913043475,0.0
100,default_pdb_v2_0,0.025140000000000003,0.0
