,model,icps,recall
0,Elo_0,0.022827272727272727,0.0
1,Elo_1,0.02037777777777778,0.0
2,Elo_2,0.038031999999999996,0.0
3,Elo_3,0.025466666666666672,0.0
4,Elo_4,0.007890000000000001,0.0
5,avg_refine_0,0.03005,0.0
6,avg_refine_1,0.06366296296296296,0.0
7,avg_refine_2,0.036539999999999996,0.0
8,avg_refine_3,0.030684375,0.0
9,avg_refine_4,0.037153846153846155,0.0
10,default_af_0,0.003636363636363636,0.0
11,default_af_1,0.006522222222222223,0.0
12,default_af_2,0.007633333333333333,0.0
13,default_af_3,0.0040750000000000005,0.0
14,default_af_4,0.001011111111111111,0.0
15,default_af_5,0.007146153846153847,0.0
16,default_af_6,0.00017142857142857145,0.0
17,default_af_7,0.0002,0.0
18,default_af_8,0.0001,0.0
19,default_af_9,0.0033,0.0
20,default_comp_0,0.026944444444444444,0.0
21,default_comp_1,0.036362500000000006,0.0
22,default_comp_2,0.0543,0.0
23,default_comp_3,0.036717391304347834,0.0
24,default_comp_4,0.03957857142857142,0.0
25,default_comp_5,0.046585714285714286,0.0
26,default_comp_6,0.051241666666666665,0.0
27,default_comp_7,0.038599999999999995,0.0
28,default_comp_8,0.045268421052631576,0.0
29,default_comp_9,0.06535384615384615,0.0
30,default_multimer_0,0.03180000000000001,0.0
31,default_multimer_1,0.03650588235294118,0.0
32,default_multimer_2,0.05172000000000001,0.0
33,default_multimer_3,0.0,0.0
34,default_multimer_4,0.04858888888888889,0.0
35,default_multimer_5,0.00016,0.0
36,default_multimer_6,0.049075,0.0
37,default_multimer_7,0.0454125,0.0
38,default_multimer_8,0.021506666666666667,0.0
39,default_multimer_9,0.05666666666666667,0.0
40,default_pdb70_0,0.006895454545454546,0.0
41,default_pdb70_1,0.0064041666666666665,0.0
42,default_pdb70_2,0.048959090909090903,0.0
43,default_pdb70_3,0.02620869565217391,0.0
44,default_pdb70_4,0.015166666666666669,0.0
45,default_pdb70_5,0.013153846153846157,0.0
46,default_pdb70_6,0.0109,0.0
47,default_pdb70_7,0.03198823529411765,0.0
48,default_pdb70_8,0.03378148148148148,0.0
49,default_pdb70_9,0.04995333333333333,0.0
50,default_pdb_0,0.04776666666666666,0.0
51,default_pdb_1,0.047593333333333335,0.0
52,default_pdb_2,0.009030769230769231,0.0
53,default_pdb_3,0.027486666666666666,0.0
54,default_pdb_4,0.04118666666666667,0.0
55,default_pdb_5,0.042775,0.0
56,default_pdb_6,0.04404117647058823,0.0
57,default_pdb_7,0.03847368421052631,0.0
58,default_pdb_8,0.04035238095238095,0.0
59,default_pdb_9,0.02529230769230769,0.0
60,default_struct_0,0.05165555555555555,0.0
61,default_struct_1,0.00903529411764706,0.0
62,default_struct_2,0.024305555555555556,0.0
63,default_struct_3,0.040416,0.0
64,default_struct_4,0.03577333333333334,0.0
65,default_struct_5,0.0028,0.0
66,default_struct_6,0.054911111111111105,0.0
67,default_struct_7,0.028055555555555556,0.0
68,default_struct_8,0.03837222222222222,0.0
69,default_struct_9,0.04326666666666666,0.0
70,default_uniclust30_0,0.011075000000000002,0.0
71,default_uniclust30_1,0.04333636363636364,0.0
72,default_uniclust30_2,0.019078947368421056,0.0
73,default_uniclust30_3,0.028320833333333333,0.0
74,default_uniclust30_4,0.006985714285714285,0.0
75,default_uniclust30_5,0.004781818181818182,0.0
76,default_uniclust30_6,0.048125,0.0
77,default_uniclust30_7,0.015163636363636364,0.0
78,default_uniclust30_8,0.053315789473684205,0.0
79,default_uniclust30_9,0.05754666666666666,0.0
80,default_uniref30_22_0,0.00023333333333333336,0.0
81,default_uniref30_22_1,0.03688125,0.0
82,default_uniref30_22_10,0.043526666666666665,0.0
83,default_uniref30_22_11,0.00038846153846153837,0.0
84,default_uniref30_22_12,0.04651199999999999,0.0
85,default_uniref30_22_13,0.009255813953488371,0.0
86,default_uniref30_22_14,0.03383142857142857,0.0
87,default_uniref30_22_15,0.045700000000000005,0.0
88,default_uniref30_22_16,0.03234666666666667,0.0
89,default_uniref30_22_17,0.05605,0.0
90,default_uniref30_22_18,0.000375,0.0
91,default_uniref30_22_19,0.016533333333333334,0.0
92,default_uniref30_22_2,0.0237625,0.0
93,default_uniref30_22_20,0.05748461538461537,0.0
