,model,icps,recall
0,Elo_0,0.16252677364864865,0.00043275056257573136
1,Elo_1,0.16478055555555554,0.0004652068547689112
2,Elo_2,0.1642020987654321,0.00048684438289769776
3,Elo_3,0.16641320072332727,0.00048684438289769776
4,Elo_4,0.16641320072332727,0.00048684438289769776
5,avg_refine_0,0.15092687500000002,0.0004435693266401246
6,avg_refine_1,0.15424475308641977,0.0004543880907045179
7,avg_refine_2,0.1497231927710843,0.0004543880907045179
8,avg_refine_3,0.153321875,0.0004652068547689112
9,avg_refine_4,0.1497231927710843,0.0004543880907045179
10,default_af_0,0.17194239436619718,0.00043275056257573136
11,default_af_1,0.1634128169014084,0.00042193179851133806
12,default_af_2,0.16907119047619049,0.00042193179851133806
13,default_af_3,0.16347222222222219,0.00043275056257573136
14,default_af_4,0.16690797101449276,0.00042193179851133806
15,default_af_5,0.17567073529411764,0.00043275056257573136
16,default_af_6,0.17506499999999997,0.0004435693266401246
17,default_af_7,0.16999202898550722,0.00042193179851133806
18,default_af_8,0.16730528169014083,0.00043275056257573136
19,default_af_9,0.16678028169014084,0.00043275056257573136
20,default_comp_0,0.16563969298245615,0.0004543880907045179
21,default_comp_1,0.17138166666666665,0.0004652068547689112
22,default_comp_2,0.16846455399061033,0.00043275056257573136
23,default_comp_3,0.16805216894977168,0.0004435693266401246
24,default_comp_4,0.16843422222222218,0.0004543880907045179
25,default_comp_5,0.1797525,0.000497663146962091
26,default_comp_6,0.16850833333333334,0.0004543880907045179
27,default_comp_7,0.17968166666666668,0.000497663146962091
28,default_comp_8,0.17445283333333333,0.00047602561883330446
29,default_comp_9,0.17791849315068495,0.00047602561883330446
30,default_mul_newest5_0,0.16204,0.0004652068547689112
31,default_mul_newest5_1,0.1663140977443609,0.0004652068547689112
32,default_mul_newest5_10,0.15780065789473685,0.0004435693266401246
33,default_mul_newest5_11,0.16193133561643838,0.00043275056257573136
34,default_mul_newest5_12,0.16411682489451473,0.00048684438289769776
35,default_mul_newest5_13,0.16419459148446486,0.00048684438289769776
36,default_mul_newest5_14,0.15843815789473684,0.0004435693266401246
37,default_mul_newest5_15,0.16434902186421171,0.00048684438289769776
38,default_mul_newest5_16,0.163852,0.0004543880907045179
39,default_mul_newest5_17,0.16435426487093152,0.000497663146962091
40,default_mul_newest5_18,0.16457083333333333,0.0004652068547689112
41,default_mul_newest5_19,0.15806732456140352,0.0004435693266401246
42,default_mul_newest5_2,0.16478979166666669,0.00048684438289769776
43,default_mul_newest5_20,0.15806732456140352,0.0004435693266401246
44,default_mul_newest5_21,0.1638269439421338,0.00048684438289769776
45,default_mul_newest5_22,0.16356475225225223,0.0004543880907045179
46,default_mul_newest5_23,0.1658089230769231,0.0004652068547689112
47,default_mul_newest5_24,0.16457083333333333,0.0004652068547689112
48,default_mul_newest5_3,0.16286364468864467,0.0004652068547689112
49,default_mul_newest5_4,0.16428896103896104,0.0004652068547689112
50,default_mul_newest5_5,0.16425844155844155,0.0004652068547689112
51,default_mul_newest5_6,0.16777912087912086,0.00048684438289769776
52,default_mul_newest5_7,0.16734226020892687,0.000497663146962091
53,default_mul_newest5_8,0.16891830303030303,0.00047602561883330446
54,default_mul_newest5_9,0.16591037449392712,0.0004652068547689112
55,default_mul_newest_0,0.16213066666666665,0.00043275056257573136
56,default_mul_newest_1,0.164565625,0.0004543880907045179
57,default_mul_newest_10,0.16792866666666664,0.0004652068547689112
58,default_mul_newest_11,0.16566491228070174,0.0004652068547689112
59,default_mul_newest_12,0.16739266877637127,0.00048684438289769776
60,default_mul_newest_13,0.16618300180831824,0.00048684438289769776
61,default_mul_newest_14,0.16370256410256406,0.0004652068547689112
62,default_mul_newest_15,0.16777676190476187,0.0004652068547689112
63,default_mul_newest_16,0.1656286654135338,0.0004652068547689112
64,default_mul_newest_17,0.16428896103896104,0.0004652068547689112
65,default_mul_newest_18,0.16725116666666665,0.0004652068547689112
66,default_mul_newest_19,0.1658694805194805,0.00047602561883330446
67,default_mul_newest_2,0.1673334599156118,0.00048684438289769776
68,default_mul_newest_20,0.1592708571428571,0.00043275056257573136
69,default_mul_newest_21,0.16411682489451473,0.00048684438289769776
70,default_mul_newest_22,0.16367251356238693,0.00048684438289769776
71,default_mul_newest_23,0.16339647435897434,0.00047602561883330446
72,default_mul_newest_24,0.16644187500000002,0.000497663146962091
73,default_mul_newest_25,0.15881549999999997,0.00043275056257573136
74,default_mul_newest_26,0.16434902186421171,0.00048684438289769776
75,default_mul_newest_27,0.16263916666666664,0.00048684438289769776
76,default_mul_newest_28,0.16042416666666667,0.0004435693266401246
77,default_mul_newest_29,0.15814510233918128,0.0004435693266401246
78,default_mul_newest_3,0.16204,0.0004652068547689112
79,default_mul_newest_30,0.1615016891891892,0.0004435693266401246
80,default_mul_newest_31,0.1585224444444444,0.00043275056257573136
81,default_mul_newest_32,0.16214142692750283,0.00047602561883330446
82,default_mul_newest_33,0.15814510233918128,0.0004435693266401246
83,default_mul_newest_34,0.16263916666666664,0.00048684438289769776
84,default_mul_newest_35,0.1596509523809524,0.0004435693266401246
85,default_mul_newest_36,0.15766494360902256,0.0004435693266401246
86,default_mul_newest_37,0.15766494360902256,0.0004435693266401246
87,default_mul_newest_38,0.16462765822784808,0.00048684438289769776
88,default_mul_newest_39,0.16329358974358976,0.00047602561883330446
89,default_mul_newest_4,0.16909897435897434,0.00048684438289769776
90,default_mul_newest_40,0.16671276923076925,0.0004652068547689112
91,default_mul_newest_41,0.16457083333333333,0.0004652068547689112
92,default_mul_newest_42,0.16475748155953635,0.0004435693266401246
