,model,icps,recall
0,Elo_multimer_0,0.005376744186046512,0.0
1,Elo_multimer_1,0.003993939393939394,0.0
2,Elo_multimer_2,0.003798571428571428,0.0
3,Elo_multimer_3,0.005367441860465116,0.0
4,Elo_multimer_4,0.005310256410256411,0.0
5,avg_refine_0,0.00536046511627907,0.0
6,avg_refine_1,0.0054761904761904765,0.0
7,avg_refine_2,0.0054761904761904765,0.0
8,avg_refine_3,0.005953658536585365,0.0
9,avg_refine_4,0.005239024390243902,0.0
10,def_uniclust30_0,0.00486304347826087,0.0
11,def_uniclust30_1,0.005462790697674419,0.0
12,def_uniclust30_2,0.005617948717948717,0.0
13,def_uniclust30_3,0.005376315789473684,0.0
14,def_uniclust30_4,0.006512121212121211,0.0
15,def_uniclust30_5,0.0055138888888888885,0.0
16,def_uniclust30_6,0.006152631578947369,0.0
17,def_uniclust30_7,0.006300000000000001,0.0
18,def_uniclust30_8,0.007228000000000001,0.0
19,def_uniclust30_9,0.005538095238095238,0.0
20,def_uniref30_0,0.005393023255813954,0.0
21,def_uniref30_1,0.005197727272727272,0.0
22,def_uniref30_2,0.0054926829268292674,0.0
23,def_uniref30_3,0.00413076923076923,0.0
24,def_uniref30_4,0.00532,0.0
25,def_uniref30_5,0.006871428571428573,0.0
26,def_uniref30_6,0.006648275862068966,0.0
27,def_uniref30_7,0.007592,0.0
28,def_uniref30_8,0.005768181818181819,0.0
29,def_uniref30_9,0.004733333333333333,0.0
30,default_af_0,0.00901,0.0
31,default_af_1,0.008057142857142856,0.0
32,default_af_2,0.0067937499999999994,0.0
33,default_af_3,0.009264285714285714,0.0
34,default_af_4,0.009264285714285714,0.0
35,default_af_5,0.006288888888888889,0.0
36,default_af_6,0.0,0.0
37,default_af_7,0.0008142857142857143,0.0
38,default_af_8,0.00115,0.0
39,default_af_9,0.0,0.0
40,default_comp_0,0.0054761904761904765,0.0
41,default_comp_1,0.005395454545454546,0.0
42,default_comp_2,0.006194444444444444,0.0
43,default_comp_3,0.005542857142857142,0.0
44,default_comp_4,0.005115,0.0
45,default_comp_5,0.005407692307692308,0.0
46,default_comp_6,0.006610344827586207,0.0
47,default_comp_7,0.006839285714285714,0.0
48,default_comp_8,0.0046099999999999995,0.0
49,default_comp_9,0.005195238095238095,0.0
50,default_multimer_0,0.0037301587301587303,0.0
51,default_multimer_1,0.005181818181818182,0.0
52,default_multimer_2,0.006172222222222222,0.0
53,default_multimer_3,0.006225,0.0
54,default_multimer_4,0.005565,0.0
55,default_multimer_5,0.00629375,0.0
56,default_multimer_6,0.007235714285714287,0.0
57,default_multimer_7,0.0060360000000000006,0.0
58,default_multimer_8,0.004933333333333333,0.0
59,default_multimer_9,0.00598095238095238,0.0
60,default_pdb70_0,0.0054761904761904765,0.0
61,default_pdb70_1,0.005272727272727273,0.0
62,default_pdb70_2,0.00522093023255814,0.0
63,default_pdb70_3,0.005416216216216216,0.0
64,default_pdb70_4,0.005705128205128206,0.0
65,default_pdb70_5,0.004257377049180327,0.0
66,default_pdb70_6,0.006787096774193547,0.0
67,default_pdb70_7,0.0052307692307692315,0.0
68,default_pdb70_8,0.00696764705882353,0.0
69,default_pdb70_9,0.004552631578947368,0.0
70,default_pdb_0,0.005193181818181818,0.0
71,default_pdb_1,0.005815384615384617,0.0
72,default_pdb_2,0.0054761904761904765,0.0
73,default_pdb_3,0.0056315789473684215,0.0
74,default_pdb_4,0.004992682926829268,0.0
75,default_pdb_5,0.005859375,0.0
76,default_pdb_6,0.003985074626865671,0.0
77,default_pdb_7,0.004308333333333332,0.0
78,default_pdb_8,0.004808695652173913,0.0
79,default_pdb_9,0.0043349999999999994,0.0
80,default_struct_0,0.0054761904761904765,0.0
81,default_struct_1,0.005492857142857142,0.0
82,default_struct_2,0.00529,0.0
83,default_struct_3,0.005867567567567567,0.0
84,default_struct_4,0.005295238095238095,0.0
85,default_struct_5,0.006311764705882353,0.0
86,default_struct_6,0.00645,0.0
87,default_struct_7,0.007016129032258066,0.0
88,default_struct_8,0.005538095238095238,0.0
89,default_struct_9,0.0043349999999999994,0.0
90,iter_1_0,0.005638636363636364,0.0
91,iter_1_1,0.005369230769230771,0.0
92,iter_1_2,0.00529,0.0
93,iter_1_3,0.005514285714285714,0.0
94,iter_1_4,0.005197674418604651,0.0
95,iter_1_5,0.005638636363636364,0.0
96,iter_1_6,0.0054761904761904765,0.0
97,iter_1_7,0.005802325581395349,0.0
98,iter_1_8,0.007492307692307691,0.0
99,iter_1_9,0.0070666666666666655,0.0
100,iter_2_0,0.005555813953488373,0.0
101,iter_2_1,0.005353488372093024,0.0
102,iter_2_2,0.005558695652173913,0.0
103,iter_2_3,0.0052173913043478265,0.0
104,iter_2_4,0.005395348837209302,0.0
105,iter_2_5,0.005252380952380953,0.0
106,iter_2_6,0.005320000000000001,0.0
107,iter_2_7,0.004911111111111112,0.0
108,iter_2_8,0.005045238095238096,0.0
109,iter_2_9,0.004986363636363636,0.0
110,lewis_0,0.005375609756097561,0.0
111,lewis_1,0.005115,0.0
112,lewis_2,0.005115,0.0
113,lewis_3,0.005115,0.0
114,lewis_4,0.0052875000000000005,0.0
115,oxmatch_a3m_0,0.005463636363636364,0.0
116,oxmatch_a3m_1,0.005595348837209303,0.0
117,oxmatch_a3m_2,0.0053675,0.0
118,oxmatch_a3m_3,0.005419512195121951,0.0
119,oxmatch_a3m_4,0.005315555555555557,0.0
120,oxmatch_a3m_5,0.005365,0.0
121,oxmatch_a3m_6,0.005365,0.0
122,oxmatch_a3m_7,0.006361290322580647,0.0
123,oxmatch_a3m_8,0.0052343749999999994,0.0
124,oxmatch_a3m_9,0.004828,0.0
125,spec_af_0,0.006007142857142858,0.0
126,spec_af_1,0.003942857142857143,0.0
127,spec_af_2,0.00628125,0.0
128,spec_af_3,0.0019261904761904759,0.0
129,spec_af_4,0.0011857142857142858,0.0
130,spec_af_5,0.0014714285714285714,0.0
131,spec_af_6,0.0015249999999999999,0.0
132,spec_af_7,0.001542857142857143,0.0
133,spec_af_8,0.0015285714285714282,0.0
