,model,icps,recall
0,Elo_0,0.10961290322580645,3.485656523406183e-05
1,Elo_1,0.10885,3.485656523406183e-05
2,Elo_2,0.10403030303030304,3.485656523406183e-05
3,Elo_3,0.10181874999999999,3.485656523406183e-05
4,Elo_4,0.0948125,3.485656523406183e-05
5,default_af_0,0.08947586206896553,0.0
6,default_af_1,0.0890241379310345,0.0
7,default_af_2,0.08301111111111112,0.0
8,default_af_3,0.08006206896551726,0.0
9,default_af_4,0.08291851851851853,0.0
10,default_af_5,0.06864666666666668,0.0
11,default_af_6,0.0732125,0.0
12,default_af_7,0.047993421052631574,0.0
13,default_af_8,0.06316,0.0
14,default_af_9,0.059156521739130434,0.0
15,default_comp_0,0.106790625,3.485656523406183e-05
16,default_comp_1,0.10558484848484849,3.485656523406183e-05
17,default_comp_2,0.106790625,3.485656523406183e-05
18,default_comp_3,0.106790625,3.485656523406183e-05
19,default_comp_4,0.106790625,3.485656523406183e-05
20,default_comp_5,0.083696875,3.485656523406183e-05
21,default_comp_6,0.05443947368421052,0.0
22,default_comp_7,0.055216666666666664,0.0
23,default_comp_8,0.05751304347826086,0.0
24,default_comp_9,0.05513846153846154,0.0
25,default_multimer_0,0.10403030303030304,3.485656523406183e-05
26,default_multimer_1,0.10181874999999999,3.485656523406183e-05
27,default_multimer_2,0.10065151515151514,3.485656523406183e-05
28,default_multimer_3,0.09347777777777778,3.485656523406183e-05
29,default_multimer_4,0.09057222222222222,3.485656523406183e-05
30,default_multimer_5,0.08334117647058822,3.485656523406183e-05
31,default_multimer_6,0.08704333333333333,0.0
32,default_multimer_7,0.0843,0.0
33,default_multimer_8,0.05067575757575757,0.0
34,default_multimer_9,0.04695333333333332,0.0
35,default_pdb70_0,0.10082580645161292,3.485656523406183e-05
36,default_pdb70_1,0.08630606060606062,3.485656523406183e-05
37,default_pdb70_2,0.08952258064516132,3.485656523406183e-05
38,default_pdb70_3,0.032799999999999996,0.0
39,default_pdb70_4,0.08375,0.0
40,default_pdb70_5,0.05145555555555556,0.0
41,default_pdb70_6,0.08031785714285714,0.0
42,default_pdb70_7,0.05692777777777777,0.0
43,default_pdb70_8,0.060884615384615384,0.0
44,default_pdb70_9,0.07127777777777777,0.0
45,default_pdb_0,0.10558484848484849,3.485656523406183e-05
46,default_pdb_1,0.1086125,3.485656523406183e-05
47,default_pdb_2,0.0962625,3.485656523406183e-05
48,default_pdb_3,0.06701666666666667,0.0
49,default_pdb_4,0.04460681818181818,0.0
