,model,icps,recall
0,Elo_0,0.135979477124183,0.0003740087073420407
1,Elo_1,0.13501255344139065,0.0003740087073420407
2,Elo_2,0.13851496732026145,0.0003740087073420407
3,Elo_3,0.11525437576499387,0.00034738923627812513
4,Elo_4,0.11795450980392157,0.00034738923627812513
5,avg_refine_0,0.13579391625615764,0.00032724477168921614
6,avg_refine_1,0.10443243243243243,0.00029394473838918284
7,avg_refine_2,0.13111930577920916,0.0003273475495697718
8,avg_refine_3,0.1324307422046552,0.00029394473838918284
9,avg_refine_4,0.13149809016211414,0.00031172531172531174
10,default_af_0,0.11161218106995884,0.0003273475495697718
11,default_af_1,0.10484065040650407,0.0003273475495697718
12,default_af_2,0.10691981707317073,0.0003273475495697718
13,default_af_3,0.10897611111111109,0.0003340281118058896
14,default_af_4,0.10872897435897434,0.000320666987333654
15,default_af_5,0.1096637566137566,0.000320666987333654
16,default_af_6,0.09875931726907632,0.00030730586286141845
17,default_af_7,0.11408291666666666,0.0003139864250975362
18,default_af_8,0.09704624819624817,0.00030730586286141845
19,default_af_9,0.10334640400250154,0.0003139864250975362
20,default_comp_0,0.1365433177933178,0.0003472864583975695
21,default_comp_1,0.1308406635195384,0.000320666987333654
22,default_comp_2,0.11194499530516429,0.00029394473838918284
23,default_comp_3,0.10986924882629107,0.00029394473838918284
24,default_comp_4,0.11713364197530864,0.0003139864250975362
25,default_comp_5,0.11720277777777777,0.0003273475495697718
26,default_comp_6,0.11701549467275496,0.000320666987333654
27,default_comp_7,0.11925105105105105,0.000320666987333654
28,default_comp_8,0.10859941176470589,0.0002805836139169472
29,default_comp_9,0.10802117191818685,0.0002805836139169472
30,default_mul_newest_0,0.1372326279017354,0.0003673281451059229
31,default_mul_newest_1,0.10903825757575758,0.00034738923627812513
32,default_mul_newest_10,0.10431764705882351,0.0003273475495697718
33,default_mul_newest_11,0.10971764705882352,0.0003273475495697718
34,default_mul_newest_12,0.10548205995041694,0.0003340281118058896
35,default_mul_newest_13,0.11855999138673556,0.0003273475495697718
36,default_mul_newest_14,0.10400151515151516,0.0003340281118058896
37,default_mul_newest_15,0.10478175035289372,0.0003340281118058896
38,default_mul_newest_16,0.10382081339712919,0.0003340281118058896
39,default_mul_newest_17,0.1045077380952381,0.0003340281118058896
40,default_mul_newest_18,0.10434546400332917,0.0003340281118058896
41,default_mul_newest_19,0.11746907563025209,0.0003340281118058896
42,default_mul_newest_2,0.1362311780455154,0.0003606475828698051
43,default_mul_newest_20,0.10637118773946358,0.0003273475495697718
44,default_mul_newest_21,0.10476920634920635,0.0003340281118058896
45,default_mul_newest_22,0.11024627450980391,0.0003340281118058896
46,default_mul_newest_23,0.10261337164750955,0.0003340281118058896
47,default_mul_newest_24,0.10119703779366701,0.0003340281118058896
48,default_mul_newest_3,0.1060114814814815,0.0003407086740420074
49,default_mul_newest_4,0.10939578347578348,0.00034738923627812513
50,default_mul_newest_5,0.10676576438542729,0.0003407086740420074
51,default_mul_newest_6,0.11110219638242892,0.00034738923627812513
52,default_mul_newest_7,0.11412349397590361,0.0003273475495697718
53,default_mul_newest_8,0.10958420634920633,0.0003273475495697718
54,default_mul_newest_9,0.11171544715447153,0.000320666987333654
55,default_multimer_0,0.11357840722495893,0.00034738923627812513
56,default_multimer_1,0.10915580808080809,0.00034738923627812513
57,default_multimer_2,0.11098377630121815,0.0003340281118058896
58,default_multimer_3,0.11003745595489782,0.0003340281118058896
59,default_multimer_4,0.12417215528781793,0.0003384475606697829
60,default_multimer_5,0.1328144478844169,0.0003407086740420074
61,default_multimer_6,0.10957427849927848,0.0003340281118058896
62,default_multimer_7,0.11628452380952381,0.0003340281118058896
63,default_multimer_8,0.10503076719576719,0.0003340281118058896
64,default_multimer_9,0.10335772669220944,0.0003340281118058896
65,default_pdb70_0,0.11396904761904764,0.0003340281118058896
66,default_pdb70_1,0.10659053426248548,0.0003340281118058896
67,default_pdb70_2,0.12505601937160404,0.0003340281118058896
